time_aligned,sensor,v1,v2,v3
0.005450,acc,-0.294487,0.062249,9.555259
0.005450,gyro,-0.001222,0.000000,0.000000
0.016450,acc,-0.251391,0.071826,9.497798
0.017450,gyro,0.001222,0.000000,0.000000
0.026450,acc,-0.270545,0.134075,9.514558
0.026450,gyro,-0.002443,0.002443,0.000000
0.038450,acc,-0.308852,0.086191,9.538500
0.038450,gyro,0.001222,0.004887,0.000000
0.047450,acc,-0.265756,0.093374,9.516952
0.048450,gyro,-0.003665,0.000000,0.000000
0.058450,acc,-0.299275,0.057461,9.500193
0.059450,gyro,0.001222,-0.002443,0.000000
0.066450,acc,-0.275333,0.107739,9.538500
0.066450,gyro,-0.001222,0.003665,-0.001222
0.077450,acc,-0.248997,0.047884,9.567230
0.078450,gyro,0.001222,0.004887,0.000000
0.086450,acc,-0.272939,0.067038,9.538500
0.087450,gyro,-0.001222,-0.001222,0.000000
0.098450,acc,-0.284910,0.047884,9.500193
0.098450,gyro,0.001222,-0.003665,0.000000
0.107450,acc,-0.280122,0.076614,9.538500
0.107450,gyro,0.000000,-0.001222,0.000000
0.116450,acc,-0.277727,0.126893,9.569624
0.117450,gyro,-0.001222,0.006109,0.000000
0.127450,acc,-0.284910,0.093374,9.519346
0.128450,gyro,0.001222,0.004887,0.000000
0.137450,acc,-0.275333,0.062249,9.500193
0.137450,gyro,-0.002443,-0.007330,0.000000
0.146450,acc,-0.251391,0.059855,9.497798
0.146450,gyro,0.001222,-0.002443,-0.001222
0.158450,acc,-0.328006,0.052672,9.469068
0.158450,gyro,0.000000,0.002443,0.000000
0.168450,acc,-0.318429,0.052672,9.536105
0.168450,gyro,0.000000,0.003665,0.001222
0.178450,acc,-0.318429,0.057461,9.543288
0.178450,gyro,0.000000,-0.003665,0.000000
0.186450,acc,-0.308852,0.067038,9.476251
0.186450,gyro,-0.002443,0.000000,0.000000
0.198450,acc,-0.289698,0.057461,9.514558
0.198450,gyro,0.001222,0.001222,0.000000
0.206450,acc,-0.294487,0.035913,9.471462
0.206450,gyro,-0.003665,0.003665,0.000000
0.218450,acc,-0.287304,0.093374,9.516952
0.218450,gyro,0.001222,0.002443,0.000000
0.227450,acc,-0.225055,0.067038,9.519346
0.228450,gyro,0.000000,-0.002443,-0.001222
0.241450,acc,-0.316035,0.059855,9.524135
0.241450,gyro,-0.001222,0.001222,0.000000
0.248450,acc,-0.287304,0.074220,9.481039
0.248450,gyro,0.000000,0.001222,0.001222
0.257450,acc,-0.260968,0.107739,9.557653
0.258450,gyro,0.001222,0.002443,0.000000
0.267450,acc,-0.304064,0.007183,9.562442
0.267450,gyro,0.002443,-0.002443,0.000000
0.277450,acc,-0.270545,0.076614,9.507375
0.278450,gyro,-0.001222,-0.001222,0.001222
0.288450,acc,-0.313640,0.047884,9.476251
0.289450,gyro,0.000000,0.002443,0.001222
0.297450,acc,-0.282516,0.052672,9.538500
0.299450,gyro,0.001222,0.001222,0.000000
0.305450,acc,-0.301669,0.045490,9.536105
0.305450,gyro,0.001222,0.000000,0.000000
0.315450,acc,-0.311246,0.098162,9.485827
0.315450,gyro,-0.001222,0.000000,0.000000
0.324450,acc,-0.306458,0.090980,9.562442
0.324450,gyro,-0.002443,0.002443,-0.001222
0.335450,acc,-0.244209,0.083797,9.488221
0.336450,gyro,-0.001222,-0.001222,0.000000
0.344450,acc,-0.304064,0.074220,9.512163
0.344450,gyro,-0.002443,0.001222,0.001222
0.356450,acc,-0.289698,0.093374,9.526528
0.356450,gyro,0.001222,0.000000,0.000000
0.364450,acc,-0.263362,0.090980,9.524135
0.364450,gyro,-0.001222,0.000000,0.000000
0.386450,acc,-0.270545,0.050278,9.557653
0.387450,gyro,0.001222,0.000000,0.001222
0.388450,acc,-0.294487,0.102951,9.524135
0.388450,gyro,-0.003665,0.000000,0.000000
0.398450,acc,-0.280122,0.102951,9.557653
0.398450,gyro,0.001222,0.002443,0.000000
0.406450,acc,-0.320823,0.059855,9.500193
0.406450,gyro,-0.002443,0.000000,0.000000
0.417450,acc,-0.335188,0.033519,9.583989
0.417450,gyro,-0.001222,0.001222,0.001222
0.427450,acc,-0.280122,0.043096,9.548077
0.427450,gyro,0.000000,-0.002443,0.001222
0.437450,acc,-0.320823,0.086191,9.493010
0.437450,gyro,-0.002443,-0.001222,0.001222
0.446450,acc,-0.294487,0.047884,9.555259
0.446450,gyro,0.000000,0.004887,0.000000
0.457450,acc,-0.289698,0.100556,9.557653
0.457450,gyro,-0.002443,-0.001222,0.000000
0.467450,acc,-0.241814,0.071826,9.526528
0.468450,gyro,0.000000,0.000000,0.000000
0.478450,acc,-0.320823,0.095768,9.533711
0.478450,gyro,0.000000,-0.001222,0.000000
0.487450,acc,-0.277727,0.071826,9.509769
0.488450,gyro,-0.002443,0.001222,0.001222
0.499450,acc,-0.248997,0.047884,9.507375
0.499450,gyro,0.002443,0.000000,0.000000
0.507450,acc,-0.277727,0.071826,9.538500
0.507450,gyro,-0.001222,0.003665,0.000000
0.518450,acc,-0.311246,0.090980,9.512163
0.518450,gyro,0.000000,0.000000,0.000000
0.528450,acc,-0.248997,0.035913,9.497798
0.528450,gyro,-0.002443,-0.002443,0.000000
0.540450,acc,-0.282516,0.086191,9.533711
0.540450,gyro,0.001222,0.001222,0.002443
0.548450,acc,-0.268151,0.047884,9.526528
0.548450,gyro,-0.001222,0.002443,0.000000
0.561450,acc,-0.256180,0.064643,9.574412
0.561450,gyro,0.000000,0.000000,0.001222
0.568450,acc,-0.244209,0.052672,9.521740
0.569450,gyro,-0.001222,-0.002443,0.000000
0.578450,acc,-0.308852,0.119710,9.548077
0.578450,gyro,0.000000,0.001222,0.000000
0.589450,acc,-0.282516,0.112527,9.495404
0.589450,gyro,0.001222,0.004887,-0.001222
0.601450,acc,-0.220267,0.119710,9.562442
0.601450,gyro,-0.002443,0.002443,0.000000
0.608450,acc,-0.260968,0.098162,9.531317
0.608450,gyro,0.001222,-0.001222,-0.001222
0.619450,acc,-0.272939,0.098162,9.507375
0.619450,gyro,-0.003665,-0.006109,0.001222
0.629450,acc,-0.301669,0.057461,9.483433
0.630450,gyro,0.001222,0.003665,0.001222
0.640450,acc,-0.320823,0.083797,9.512163
0.641450,gyro,-0.001222,0.002443,0.000000
0.651450,acc,-0.335188,0.083797,9.569624
0.652450,gyro,-0.001222,0.000000,0.000000
0.659450,acc,-0.316035,0.095768,9.497798
0.659450,gyro,0.000000,-0.006109,0.000000
0.669450,acc,-0.248997,0.047884,9.485827
0.669450,gyro,-0.002443,-0.001222,0.000000
0.681450,acc,-0.313640,0.081403,9.548077
0.681450,gyro,0.001222,0.004887,0.001222
0.690450,acc,-0.344765,0.067038,9.497798
0.694450,gyro,-0.001222,0.000000,0.000000
