time_aligned,finger,hand_label,detected,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z
0.005323,thumb,Left,1,32.5344,14.1686,-78.4145,-0.094427,-0.190990,-0.288448,-25.108,-23.267,7.036
0.005323,index,Left,1,-60.4474,-36.8013,2.9569,-0.045762,-0.040936,-0.581064,0.044,-40.455,24.955
0.005323,middle,Left,1,-36.0307,-37.0861,-22.1539,-0.114765,-0.092599,-0.174394,24.677,-51.712,25.596
0.005323,ring,Left,1,-43.1561,-13.7183,-9.3030,-0.075008,-0.006446,0.051610,35.449,-42.161,26.749
0.005323,pinky,Left,1,-39.6424,6.9242,15.6175,-0.037562,0.002847,0.029157,33.823,-21.723,28.835
0.046215,thumb,Left,1,18.2968,5.0176,-34.3368,-0.077829,-0.202757,-0.080567,-24.598,-22.950,7.139
0.046215,index,Left,1,-25.1116,-35.2409,-5.7162,-0.062982,0.029672,0.019130,0.037,-39.860,24.844
0.046215,middle,Left,1,-44.7861,-54.9230,5.7755,-0.086334,-0.083116,-0.145887,24.745,-51.099,25.946
0.046215,ring,Left,1,-44.9021,-0.0746,-16.6246,-0.092001,-0.042596,-0.028582,35.537,-41.614,26.446
0.046215,pinky,Left,1,-18.7381,14.9469,9.2625,-0.099543,-0.048396,-0.126281,33.708,-21.623,28.499
0.086991,thumb,Left,1,19.2439,-20.3332,-35.3167,-0.072046,-0.262685,0.324231,-23.743,-22.096,7.336
0.086991,index,Left,1,-31.8428,-47.1343,-14.2863,-0.025462,0.001661,-0.694523,0.112,-38.785,24.965
0.086991,middle,Left,1,-28.3845,-73.8196,-12.6887,-0.071396,-0.004013,0.114612,24.221,-50.140,26.113
0.086991,ring,Left,1,-43.0643,-20.7067,-22.7947,-0.142306,-0.037771,0.070771,35.150,-40.888,26.333
0.086991,pinky,Left,1,-18.2330,3.7030,-9.7503,-0.188878,-0.075475,-0.047664,33.217,-21.085,28.257
0.128109,thumb,Left,1,39.5743,-7.4449,-47.3098,-0.100135,-0.185136,0.212632,-23.298,-21.964,8.329
0.128109,index,Left,1,-18.6930,-39.9595,-11.5687,0.012962,-0.043806,-1.186739,0.271,-38.444,25.551
0.128109,middle,Left,1,-8.6820,-61.2444,-20.1366,-0.051983,0.013019,0.184321,24.038,-49.666,26.446
0.128109,ring,Left,1,-24.2232,-10.4047,-25.6476,-0.185349,-0.029968,0.126564,35.193,-40.523,26.419
0.128109,pinky,Left,1,0.7877,-2.5516,-34.7414,-0.220144,-0.011120,0.094207,33.093,-20.623,28.070
0.169240,thumb,Left,1,42.0339,53.4592,-41.9813,-0.127795,-0.019681,-0.012500,-23.432,-22.439,9.575
0.169240,index,Left,1,-13.0978,-3.2670,50.0259,0.041182,-0.114829,-1.614734,0.533,-39.360,26.094
0.169240,middle,Left,1,15.7353,-24.3034,5.7954,-0.019485,-0.028952,0.071804,24.165,-50.047,26.616
0.169240,ring,Left,1,-12.4193,-2.1730,27.5579,-0.144243,-0.000875,0.227455,35.655,-40.960,26.770
0.169240,pinky,Left,1,-9.6409,12.6769,-10.4060,-0.133731,0.016120,0.183657,33.367,-20.655,28.214
0.211106,thumb,Left,1,43.6415,128.4919,-23.5416,-0.205832,0.125176,-0.109629,-23.615,-22.985,11.215
0.211106,index,Left,1,-14.8662,41.4665,96.1032,0.049598,-0.165275,-1.653950,1.040,-40.052,26.571
0.211106,middle,Left,1,8.7762,33.6233,37.0734,-0.026669,-0.096410,-0.075218,24.713,-50.253,26.492
0.211106,ring,Left,1,0.6940,35.9386,62.0403,-0.125631,0.021858,0.262719,36.314,-41.231,26.781
0.211106,pinky,Left,1,12.5486,32.0829,20.9089,-0.036667,0.104516,0.218301,33.689,-20.828,27.952
0.251359,thumb,Left,1,12.6724,75.2559,12.3010,-0.177377,0.061950,0.232900,-23.266,-22.882,11.045
0.251359,index,Left,1,-30.9457,64.5186,62.9422,0.042255,-0.198040,-1.661978,1.614,-40.029,26.346
0.251359,middle,Left,1,2.9132,75.4323,22.0037,-0.093323,-0.141729,-0.172195,25.210,-50.188,25.912
0.251359,ring,Left,1,18.1437,48.1419,55.6669,-0.162407,0.039744,0.302346,36.679,-41.311,26.502
0.251359,pinky,Left,1,29.9651,24.5033,30.2569,-0.068375,0.144166,0.203970,33.723,-20.877,27.509
0.292260,thumb,Left,1,-9.1933,21.9960,-6.0870,-0.167266,0.037272,-0.174052,-23.236,-22.376,11.709
0.292260,index,Left,1,-33.5540,39.1573,15.7644,0.068220,-0.184165,-1.316632,1.943,-40.126,26.404
0.292260,middle,Left,1,-15.6871,72.1310,18.9675,-0.105745,-0.161259,-0.172504,25.864,-50.479,26.003
0.292260,ring,Left,1,17.1325,40.3942,14.6022,-0.145299,0.050369,0.386497,36.970,-41.266,26.293
0.292260,pinky,Left,1,42.0424,24.5586,20.2651,-0.136124,0.120768,0.195013,34.200,-20.987,27.224
0.333309,thumb,Left,1,-50.9243,12.1999,10.0233,-0.165698,0.036660,-0.888450,-24.392,-22.761,12.686
0.333309,index,Left,1,-18.7084,53.4290,40.9761,0.044249,-0.155256,-0.674151,2.413,-41.715,27.064
0.333309,middle,Left,1,2.9824,61.3762,81.6775,-0.085503,-0.111272,0.005768,26.614,-52.067,26.893
0.333309,ring,Left,1,12.4258,22.3492,47.9528,-0.066101,-0.024615,0.210896,37.626,-42.128,27.045
0.333309,pinky,Left,1,28.7152,46.5486,62.6126,-0.097361,0.087711,0.214031,35.386,-21.872,27.731
0.374028,thumb,Left,1,-81.0617,91.3682,-34.2572,-0.229115,0.075359,-1.355044,-25.484,-22.731,14.547
0.374028,index,Left,1,9.8576,70.0356,107.0678,0.000928,-0.098928,0.263998,2.879,-43.538,27.751
0.374028,middle,Left,1,8.6072,40.2744,178.2093,-0.054565,-0.092074,0.136673,27.644,-53.848,28.371
0.374028,ring,Left,1,-2.0953,21.5662,101.6897,-0.024151,-0.074777,0.108732,38.570,-43.077,27.986
0.374028,pinky,Left,1,31.4411,76.1298,104.8728,-0.077989,0.069327,0.211247,36.687,-22.850,27.890
0.415253,thumb,Left,1,-79.2397,111.0519,-7.8766,-0.244884,0.113651,-1.549999,-26.047,-23.107,15.643
0.415253,index,Left,1,30.3073,83.6226,120.4532,-0.006026,-0.008146,1.070729,3.128,-44.896,27.926
0.415253,middle,Left,1,28.3036,23.9305,209.0250,-0.032287,0.000138,0.430680,28.219,-55.520,29.605
0.415253,ring,Left,1,-13.3567,20.6605,145.0635,-0.044996,-0.116058,-0.008431,39.464,-43.920,29.034
0.415253,pinky,Left,1,37.7089,77.6384,115.2075,-0.101551,0.125039,0.210999,37.839,-23.628,27.763
0.456125,thumb,Left,1,-41.8690,44.2932,23.2396,-0.162489,0.243297,-1.204048,-26.484,-23.519,15.362
0.456125,index,Left,1,35.9653,66.3835,66.4382,0.000768,-0.000397,0.902595,3.219,-46.109,27.974
