timestamp_sec,detected,x_px,y_px,x_norm,y_norm,pos_x_mm,pos_y_mm,pos_z_mm,local_x_mm,local_y_mm,local_z_mm,calibrated,global_x_mm,global_y_mm,height_mm,frame_x_mm,frame_y_mm
0.293791,0,,,,,,,,,,,1,,,,,
0.319865,0,,,,,,,,,,,1,,,,,
0.345032,0,,,,,,,,,,,1,,,,,
0.376430,0,,,,,,,,,,,1,,,,,
0.408253,0,,,,,,,,,,,1,,,,,
0.440285,0,,,,,,,,,,,1,,,,,
0.472898,0,,,,,,,,,,,1,,,,,
0.504650,0,,,,,,,,,,,1,,,,,
0.537268,0,,,,,,,,,,,1,,,,,
0.569202,0,,,,,,,,,,,1,,,,,
0.601260,0,,,,,,,,,,,1,,,,,
0.632813,0,,,,,,,,,,,1,,,,,
0.665186,0,,,,,,,,,,,1,,,,,
0.713039,0,,,,,,,,,,,1,,,,,
0.744699,0,,,,,,,,,,,1,,,,,
0.776860,0,,,,,,,,,,,1,,,,,
0.808917,0,,,,,,,,,,,1,,,,,
0.840938,0,,,,,,,,,,,1,,,,,
0.873457,0,,,,,,,,,,,1,,,,,
0.904914,0,,,,,,,,,,,1,,,,,
0.936432,0,,,,,,,,,,,1,,,,,
0.968741,0,,,,,,,,,,,1,,,,,
1.000296,0,,,,,,,,,,,1,,,,,
1.032482,0,,,,,,,,,,,1,,,,,
1.081057,0,,,,,,,,,,,1,,,,,
1.118350,0,,,,,,,,,,,1,,,,,
1.149884,0,,,,,,,,,,,1,,,,,
1.181209,0,,,,,,,,,,,1,,,,,
1.213079,0,,,,,,,,,,,1,,,,,
1.244820,0,,,,,,,,,,,1,,,,,
1.276227,0,,,,,,,,,,,1,,,,,
1.306611,0,,,,,,,,,,,1,,,,,
1.337954,0,,,,,,,,,,,1,,,,,
1.369981,0,,,,,,,,,,,1,,,,,
1.400887,0,,,,,,,,,,,1,,,,,
1.433359,0,,,,,,,,,,,1,,,,,
1.482374,0,,,,,,,,,,,1,,,,,
1.513105,0,,,,,,,,,,,1,,,,,
1.546242,0,,,,,,,,,,,1,,,,,
1.577192,0,,,,,,,,,,,1,,,,,
1.614351,0,,,,,,,,,,,1,,,,,
1.651890,0,,,,,,,,,,,1,,,,,
1.683545,0,,,,,,,,,,,1,,,,,
1.714366,0,,,,,,,,,,,1,,,,,
1.746020,0,,,,,,,,,,,1,,,,,
1.777538,0,,,,,,,,,,,1,,,,,
1.809543,0,,,,,,,,,,,1,,,,,
1.840697,0,,,,,,,,,,,1,,,,,
1.880740,0,,,,,,,,,,,1,,,,,
1.913079,0,,,,,,,,,,,1,,,,,
1.950328,0,,,,,,,,,,,1,,,,,
1.981867,0,,,,,,,,,,,1,,,,,
2.013664,0,,,,,,,,,,,1,,,,,
2.044744,0,,,,,,,,,,,1,,,,,
2.076821,0,,,,,,,,,,,1,,,,,
2.108759,0,,,,,,,,,,,1,,,,,
2.140797,0,,,,,,,,,,,1,,,,,
2.171928,0,,,,,,,,,,,1,,,,,
2.203561,0,,,,,,,,,,,1,,,,,
2.233883,0,,,,,,,,,,,1,,,,,
2.281216,0,,,,,,,,,,,1,,,,,
2.313669,0,,,,,,,,,,,1,,,,,
2.345762,0,,,,,,,,,,,1,,,,,
2.376690,0,,,,,,,,,,,1,,,,,
2.408893,0,,,,,,,,,,,1,,,,,
2.441317,0,,,,,,,,,,,1,,,,,
2.472368,0,,,,,,,,,,,1,,,,,
2.504384,0,,,,,,,,,,,1,,,,,
2.536517,0,,,,,,,,,,,1,,,,,
2.573517,0,,,,,,,,,,,1,,,,,
2.605020,0,,,,,,,,,,,1,,,,,
2.635081,0,,,,,,,,,,,1,,,,,
2.681383,0,,,,,,,,,,,1,,,,,
2.713662,0,,,,,,,,,,,1,,,,,
2.745343,0,,,,,,,,,,,1,,,,,
2.777295,0,,,,,,,,,,,1,,,,,
2.808989,0,,,,,,,,,,,1,,,,,
2.840862,0,,,,,,,,,,,1,,,,,
2.872867,0,,,,,,,,,,,1,,,,,
2.905065,0,,,,,,,,,,,1,,,,,
2.936987,0,,,,,,,,,,,1,,,,,
2.969939,0,,,,,,,,,,,1,,,,,
3.000942,0,,,,,,,,,,,1,,,,,
3.034046,0,,,,,,,,,,,1,,,,,
3.081386,0,,,,,,,,,,,1,,,,,
3.117052,0,,,,,,,,,,,1,,,,,
3.147372,0,,,,,,,,,,,1,,,,,
3.179444,0,,,,,,,,,,,1,,,,,
3.210307,0,,,,,,,,,,,1,,,,,
3.241794,0,,,,,,,,,,,1,,,,,
3.273253,0,,,,,,,,,,,1,,,,,
3.304370,0,,,,,,,,,,,1,,,,,
3.337800,0,,,,,,,,,,,1,,,,,
3.369293,0,,,,,,,,,,,1,,,,,
