timestamp_sec,detected,x_px,y_px,x_norm,y_norm,pos_x_mm,pos_y_mm,pos_z_mm,local_x_mm,local_y_mm,local_z_mm,calibrated,global_x_mm,global_y_mm,height_mm,frame_x_mm,frame_y_mm
10.430491,1,747,407,0.583843,0.566533,-60.090,-35.995,-52.510,-114.221,-163.905,-157.377,1,-67.057,-7.174,-269.728,232.983,126.940
10.498931,1,748,425,0.584747,0.590981,-61.159,-35.255,-54.386,-112.568,-164.064,-165.432,1,-66.745,-1.559,-272.029,233.295,132.554
10.568636,1,750,456,0.586254,0.633429,-62.118,-33.903,-53.297,-114.344,-152.631,-162.950,1,-66.121,8.109,-303.130,233.919,142.222
10.637704,1,768,514,0.600250,0.714901,-60.779,-30.381,-53.185,-102.073,-124.479,-184.177,1,-60.507,26.199,-414.300,239.533,160.312
10.705950,1,816,613,0.637890,0.852774,-52.482,-18.388,-44.395,-68.749,-45.980,-145.825,1,-45.536,57.076,-533.296,254.503,191.189
10.774555,1,931,753,0.727638,1.047012,-37.571,-2.986,-31.842,-36.265,-0.201,-133.740,1,-9.669,100.741,-798.339,290.371,234.854
10.843515,0,,,,,,,,,,,1,,,,,
10.912622,0,,,,,,,,,,,1,,,,,
10.981615,0,,,,,,,,,,,1,,,,,
11.050180,0,,,,,,,,,,,1,,,,,
11.119111,0,,,,,,,,,,,1,,,,,
11.187654,0,,,,,,,,,,,1,,,,,
11.256826,0,,,,,,,,,,,1,,,,,
11.325715,0,,,,,,,,,,,1,,,,,
11.394754,0,,,,,,,,,,,1,,,,,
11.463255,0,,,,,,,,,,,1,,,,,
11.532416,0,,,,,,,,,,,1,,,,,
11.601066,0,,,,,,,,,,,1,,,,,
11.669986,0,,,,,,,,,,,1,,,,,
11.740462,0,,,,,,,,,,,1,,,,,
11.842314,0,,,,,,,,,,,1,,,,,
11.911536,0,,,,,,,,,,,1,,,,,
11.979438,0,,,,,,,,,,,1,,,,,
12.048667,0,,,,,,,,,,,1,,,,,
12.117062,0,,,,,,,,,,,1,,,,,
12.186177,0,,,,,,,,,,,1,,,,,
12.255078,0,,,,,,,,,,,1,,,,,
12.323902,0,,,,,,,,,,,1,,,,,
12.393031,0,,,,,,,,,,,1,,,,,
12.461822,0,,,,,,,,,,,1,,,,,
12.565275,0,,,,,,,,,,,1,,,,,
12.634380,0,,,,,,,,,,,1,,,,,
12.703434,0,,,,,,,,,,,1,,,,,
12.772396,0,,,,,,,,,,,1,,,,,
