timestamp_sec,detected,x_px,y_px,x_norm,y_norm,pos_x_mm,pos_y_mm,pos_z_mm,local_x_mm,local_y_mm,local_z_mm,calibrated,global_x_mm,global_y_mm,height_mm,frame_x_mm,frame_y_mm
0.037936,0,,,,,,,,,,,1,,,,,
0.159900,0,,,,,,,,,,,1,,,,,
0.281016,0,,,,,,,,,,,1,,,,,
0.363271,0,,,,,,,,,,,1,,,,,
0.446526,0,,,,,,,,,,,1,,,,,
0.527776,0,,,,,,,,,,,1,,,,,
0.609684,0,,,,,,,,,,,1,,,,,
0.691592,0,,,,,,,,,,,1,,,,,
0.775734,0,,,,,,,,,,,1,,,,,
0.855314,0,,,,,,,,,,,1,,,,,
0.938882,0,,,,,,,,,,,1,,,,,
1.020118,0,,,,,,,,,,,1,,,,,
1.101931,0,,,,,,,,,,,1,,,,,
1.184964,0,,,,,,,,,,,1,,,,,
1.266044,0,,,,,,,,,,,1,,,,,
1.348088,0,,,,,,,,,,,1,,,,,
1.429866,0,,,,,,,,,,,1,,,,,
1.515420,0,,,,,,,,,,,1,,,,,
1.634913,0,,,,,,,,,,,1,,,,,
1.717238,0,,,,,,,,,,,1,,,,,
1.800108,0,,,,,,,,,,,1,,,,,
1.881435,0,,,,,,,,,,,1,,,,,
1.962989,1,1132,44,0.589763,0.040985,-37.285,-13.763,4.518,-59.590,-36.720,-24.550,1,50.609,-116.191,33.622,338.990,13.176
2.045280,1,914,186,0.476392,0.172909,-55.357,-16.096,14.290,-147.258,-81.014,11.368,1,-14.674,-73.668,72.458,273.708,55.700
2.128576,1,940,56,0.490057,0.052229,-60.653,-24.622,7.688,-148.872,-128.718,-29.734,1,-6.888,-112.598,66.307,281.494,16.770
2.212111,1,1096,-85,0.571293,-0.078772,-65.550,-44.693,2.605,-107.192,-182.822,-24.380,1,39.828,-154.822,63.608,328.210,-25.454
