timestamp_sec,sensor,v1,v2,v3,watch_ts_ms
26.470748,acc,-0.282516,0.095768,9.560047,1784681231267
26.470748,acc,-0.287304,0.069432,9.562442,1784681231275
26.470748,acc,-0.280122,0.079009,9.502586,1784681231285
26.470748,acc,-0.270545,0.083797,9.540894,1784681231294
26.470748,acc,-0.299275,0.083797,9.524135,1784681231305
26.470748,acc,-0.318429,0.057461,9.514558,1784681231314
26.470748,acc,-0.272939,0.098162,9.512163,1784681231328
26.470748,acc,-0.248997,0.093374,9.497798,1784681231335
26.470748,acc,-0.272939,0.093374,9.538500,1784681231346
26.470748,acc,-0.301669,0.098162,9.550470,1784681231355
26.470748,acc,-0.232238,0.093374,9.528923,1784681231367
26.470748,acc,-0.280122,0.043096,9.512163,1784681231376
26.470748,acc,-0.234632,0.086191,9.569624,1784681231386
26.470748,acc,-0.313640,0.055067,9.524135,1784681231395
26.470748,acc,-0.275333,0.059855,9.538500,1784681231407
26.470748,acc,-0.282516,0.076614,9.569624,1784681231416
26.470748,acc,-0.213084,0.083797,9.579201,1784681231426
26.470748,acc,-0.316035,0.076614,9.516952,1784681231436
26.470748,acc,-0.277727,0.071826,9.507375,1784681231448
26.470748,acc,-0.256180,0.088585,9.569624,1784681231455
26.472266,gyro,0.000000,0.003665,0.000000,1784681231268
26.472266,gyro,0.001222,-0.004887,0.000000,1784681231275
26.472266,gyro,-0.001222,-0.007330,0.000000,1784681231285
26.472266,gyro,0.001222,0.002443,0.000000,1784681231295
26.472266,gyro,-0.001222,0.001222,0.000000,1784681231306
26.472266,gyro,0.003665,-0.001222,0.001222,1784681231314
26.472266,gyro,0.000000,-0.003665,0.001222,1784681231329
26.472266,gyro,-0.001222,-0.002443,-0.001222,1784681231335
26.472266,gyro,0.001222,0.000000,0.001222,1784681231346
26.472266,gyro,-0.001222,0.001222,0.001222,1784681231356
26.472266,gyro,0.002443,-0.003665,0.000000,1784681231367
26.472266,gyro,-0.001222,-0.004887,0.000000,1784681231376
26.472266,gyro,0.000000,-0.001222,0.000000,1784681231386
26.472266,gyro,0.000000,0.000000,0.000000,1784681231396
26.472266,gyro,0.001222,0.000000,0.000000,1784681231407
26.472266,gyro,0.000000,0.000000,0.001222,1784681231417
26.472266,gyro,0.000000,0.000000,0.000000,1784681231426
26.472266,gyro,0.001222,-0.002443,0.000000,1784681231436
26.472266,gyro,0.001222,-0.002443,0.001222,1784681231448
26.472266,gyro,0.001222,0.000000,0.001222,1784681231456
26.476153,acc,-0.289698,0.055067,9.548077,1784681231468
26.476153,acc,-0.280122,0.067038,9.579201,1784681231476
26.476153,acc,-0.268151,0.067038,9.536105,1784681231488
26.476153,acc,-0.275333,0.047884,9.574412,1784681231497
26.476153,acc,-0.294487,0.122104,9.567230,1784681231510
26.476153,acc,-0.246603,0.095768,9.524135,1784681231517
26.476153,acc,-0.268151,0.081403,9.481039,1784681231529
26.476153,acc,-0.251391,0.090980,9.488221,1784681231537
26.476153,acc,-0.306458,0.067038,9.560047,1784681231548
26.476153,acc,-0.284910,0.083797,9.519346,1784681231557
26.476153,acc,-0.277727,0.076614,9.524135,1784681231568
26.476153,acc,-0.292093,0.033519,9.512163,1784681231577
26.476153,acc,-0.237026,0.107739,9.502586,1784681231587
26.476153,acc,-0.299275,0.076614,9.512163,1784681231596
