time_aligned,finger,hand_label,detected,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z
0.025312,thumb,Left,1,23.1494,-53.3004,80.9268,0.109695,0.110270,0.095797,-28.823,-28.469,18.843
0.025312,index,Left,1,-31.5591,25.5033,-32.4380,-0.078478,-0.029688,0.193770,8.925,-46.513,28.615
0.025312,middle,Left,1,-25.4622,51.7434,-16.0209,-0.127868,-0.021318,0.050658,32.281,-56.409,26.244
0.025312,ring,Left,1,26.0968,38.4915,-56.4737,-0.107297,0.045396,-0.052545,42.970,-48.305,25.445
0.025312,pinky,Left,1,47.0732,10.7168,-27.6237,-0.031485,0.091134,-0.055433,47.084,-26.079,19.853
0.066372,thumb,Left,1,-17.4266,2.4168,27.7082,0.068214,0.028591,-0.019948,-29.106,-28.175,18.749
0.066372,index,Left,1,-24.8075,21.6798,28.2556,0.119363,-0.036927,0.454415,9.185,-46.744,29.209
0.066372,middle,Left,1,10.3671,14.6948,62.9989,-0.010539,0.062805,0.535775,32.153,-57.107,27.271
0.066372,ring,Left,1,30.1595,11.3622,61.6361,-0.057345,0.043992,0.120565,43.021,-49.171,26.665
0.066372,pinky,Left,1,15.2454,24.2498,29.8440,-0.064202,0.035668,0.047275,47.491,-26.368,20.336
0.106960,thumb,Left,1,21.2676,8.1920,-34.0320,0.092591,0.011650,0.141551,-28.315,-27.728,18.992
0.106960,index,Left,1,-29.2343,-8.7083,-51.4741,0.031709,-0.043696,-0.063734,9.193,-45.745,28.609
0.106960,middle,Left,1,-12.2290,8.2985,-26.7506,-0.062278,0.014993,0.222201,32.175,-56.231,26.554
0.106960,ring,Left,1,25.5881,13.4370,-31.5807,-0.095615,0.015715,-0.019077,42.658,-48.453,25.715
0.106960,pinky,Left,1,40.0890,20.8060,-53.0899,-0.081907,0.023313,-0.027434,46.996,-25.818,19.362
0.147551,thumb,Left,1,12.6294,42.8720,-66.7923,0.088940,0.070475,0.424594,-28.096,-27.820,19.266
0.147551,index,Left,1,-1.7869,-29.4653,1.6177,0.076560,-0.070169,-0.505112,9.259,-45.701,28.790
0.147551,middle,Left,1,-0.2401,-39.8841,15.0671,-0.032895,-0.001286,0.171804,32.239,-56.297,26.890
0.147551,ring,Left,1,-5.6388,-37.5463,30.2377,-0.038835,-0.014505,-0.016051,42.551,-48.402,26.197
0.147551,pinky,Left,1,-17.7478,3.1238,-2.5048,-0.050727,-0.013395,-0.014933,47.037,-25.708,19.702
0.188228,thumb,Left,1,52.4851,37.4412,-59.3510,0.130019,0.019946,0.447446,-27.317,-27.626,19.177
0.188228,index,Left,1,-5.5381,-24.5846,-38.9498,-0.011806,-0.106435,-1.154634,9.335,-45.251,28.661
0.188228,middle,Left,1,-26.0648,-4.4011,-56.4343,-0.067976,-0.039568,0.020553,32.251,-55.748,26.421
0.188228,ring,Left,1,-7.4785,-22.1591,-49.1140,-0.019189,-0.039005,-0.075097,42.123,-48.065,26.103
0.188228,pinky,Left,1,-11.8651,-14.0441,-38.4818,-0.050398,-0.025780,0.036607,46.670,-25.466,19.835
0.229265,thumb,Left,1,13.2954,-24.1107,16.0189,0.258378,0.001765,0.550245,-27.530,-27.507,17.466
0.229265,index,Left,1,9.4318,3.1402,26.3773,0.043619,-0.106033,-1.278071,9.348,-45.638,28.837
0.229265,middle,Left,1,17.2549,-22.3455,25.6687,-0.010462,-0.008976,0.046150,31.988,-56.438,27.034
0.229265,ring,Left,1,2.4698,-48.8876,45.4304,0.035912,-0.044276,-0.081316,41.829,-48.676,27.000
0.229265,pinky,Left,1,-46.4803,-20.0828,28.0997,-0.059971,-0.016876,0.110328,46.722,-25.566,20.400
0.270368,thumb,Left,1,15.6145,-110.6718,48.7360,0.407374,-0.087357,0.650238,-27.212,-26.916,15.350
0.270368,index,Left,1,7.9156,2.7506,5.3900,0.091492,-0.087496,-1.174916,9.290,-45.347,28.732
0.270368,middle,Left,1,29.2499,-26.0688,13.9095,0.021390,0.002324,-0.082544,31.578,-56.518,27.384
0.270368,ring,Left,1,18.0659,-51.1635,40.7135,0.031446,0.015406,0.131889,41.301,-48.917,27.587
0.270368,pinky,Left,1,-46.7146,-34.7211,20.8122,-0.041957,0.013164,0.276550,46.338,-25.444,21.064
0.311792,thumb,Left,1,-32.6539,-106.0108,71.9355,0.396177,-0.132656,0.508651,-27.711,-26.800,14.488
0.311792,index,Left,1,20.6811,40.2739,31.4803,0.095791,-0.046283,-0.675700,9.107,-46.121,28.604
0.311792,middle,Left,1,69.8958,-29.0388,81.0622,0.065182,0.053951,-0.095367,31.191,-57.760,28.052
0.311792,ring,Left,1,24.9307,-46.9110,97.4884,0.031844,0.084090,0.408109,41.177,-49.854,28.564
0.311792,pinky,Left,1,-52.9039,-18.7964,52.9837,-0.031080,-0.000077,0.355702,46.599,-25.607,21.918
0.393651,thumb,Left,1,-24.0971,-62.0026,46.7888,0.362809,-0.111713,0.326730,-27.797,-27.276,13.492
0.393651,index,Left,1,21.2309,38.7819,15.8287,0.040909,0.002310,-0.433669,8.382,-46.851,27.968
0.393651,middle,Left,1,52.9486,-16.0732,51.5322,0.051248,0.065012,-0.168807,30.714,-58.405,27.909
0.393651,ring,Left,1,19.6365,-28.7544,61.5597,0.028358,0.102773,0.393272,40.753,-50.083,28.774
0.393651,pinky,Left,1,-44.1186,-17.8587,37.5816,0.005148,-0.023870,0.276850,46.246,-25.435,23.033
0.434619,thumb,Left,1,-41.9628,3.0561,68.3476,0.368682,-0.119194,0.072334,-28.251,-28.013,11.964
0.434619,index,Left,1,44.9044,83.0214,2.8283,-0.095185,0.033154,-0.576250,7.425,-47.433,27.027
0.434619,middle,Left,1,61.7515,39.3721,18.6432,-0.029052,0.098626,-0.360035,30.148,-58.994,26.842
0.434619,ring,Left,1,46.5942,19.6301,2.6382,-0.031089,0.172761,0.306803,40.280,-50.233,27.591
0.434619,pinky,Left,1,2.1307,0.1126,12.9280,-0.015577,0.067891,0.200346,45.954,-25.377,22.602
0.475894,thumb,Left,1,-5.9559,16.7631,99.3706,0.392731,-0.066085,-0.195683,-28.329,-29.073,10.489
0.475894,index,Left,1,39.1283,94.6762,-52.8373,-0.176119,-0.021713,-1.089446,6.613,-47.787,25.506
0.475894,middle,Left,1,30.5966,94.5688,-74.5812,-0.138040,0.070047,-0.744709,29.763,-59.238,24.848
0.475894,ring,Left,1,81.3406,79.5557,-109.8956,-0.096644,0.265889,0.080739,39.837,-50.177,25.242
0.475894,pinky,Left,1,67.0459,0.2324,-56.7875,0.045097,0.253119,0.137826,45.377,-25.043,21.267
0.515944,thumb,Left,1,3.3192,0.2307,101.9314,0.340871,-0.062219,-0.456822,-28.341,-29.491,9.374
0.515944,index,Left,1,31.0915,70.9452,-54.9295,-0.100207,-0.049730,-1.083024,6.213,-47.855,25.052
0.515944,middle,Left,1,35.7307,108.1171,-79.2069,-0.185693,0.113300,-0.596182,29.318,-59.740,23.870
0.515944,ring,Left,1,98.7742,102.0095,-119.4817,-0.138327,0.318874,0.072106,39.632,-50.427,23.907
0.515944,pinky,Left,1,120.7119,15.5747,-59.4699,0.010937,0.440067,0.294194,45.300,-25.308,20.162
0.558881,thumb,Left,1,-21.2663,63.1294,24.1104,0.190849,-0.028985,-0.949984,-28.706,-30.304,10.217
0.558881,index,Left,1,12.1618,39.5327,10.3656,-0.043521,-0.020864,-0.699222,6.064,-49.108,25.276
0.558881,middle,Left,1,20.8303,60.3086,-17.8742,-0.146282,0.126287,-0.399029,29.170,-60.806,24.076
0.558881,ring,Left,1,64.4254,82.6254,-37.8645,-0.093860,0.277663,-0.136182,39.911,-51.497,23.798
0.558881,pinky,Left,1,104.4739,33.7893,-13.4534,0.017204,0.444504,0.183624,45.906,-25.923,19.730
0.598969,thumb,Left,1,-93.0117,170.6016,-108.8762,-0.089639,-0.037581,-1.454881,-28.740,-31.015,13.386
0.598969,index,Left,1,-14.7924,-15.1165,130.6764,0.003527,-0.007431,-0.324933,6.863,-50.527,26.377
0.598969,middle,Left,1,-19.8192,-52.3912,72.4997,-0.051237,0.026990,-0.412295,29.716,-60.853,25.325
0.598969,ring,Left,1,-8.4905,32.7068,84.2949,-0.074222,0.118947,-0.481092,40.770,-52.292,24.343
0.598969,pinky,Left,1,56.9368,83.2802,67.0609,-0.130576,0.286936,-0.116392,47.460,-26.341,19.296
0.639884,thumb,Left,1,-276.2859,264.2738,-253.0739,-0.539716,-0.365698,-1.909797,-30.311,-30.369,19.303
0.639884,index,Left,1,-65.7761,-103.5353,199.4884,0.063504,-0.084158,-0.000447,8.775,-50.295,28.618
0.639884,middle,Left,1,-171.1554,-237.6953,27.5840,0.227397,-0.231906,-0.320222,30.946,-56.156,27.486
0.639884,ring,Left,1,-132.1358,-38.4098,142.5652,0.008770,-0.180493,-0.825578,42.342,-51.228,26.322
0.639884,pinky,Left,1,-19.7852,74.9160,78.2396,-0.145343,-0.066749,-0.615795,48.153,-26.103,19.671
0.680169,thumb,Left,1,-375.6673,244.6561,-310.1785,-0.842050,-0.751447,-1.528255,-32.527,-29.353,23.970
0.680169,index,Left,1,-143.8385,-254.6056,191.1364,0.187536,-0.142459,0.675951,11.051,-48.362,31.567
0.680169,middle,Left,1,-313.0012,-383.9510,-64.0083,0.432917,-0.392601,0.222621,31.617,-50.840,29.792
0.680169,ring,Left,1,-319.1988,-111.3711,126.8248,0.165559,-0.506938,-0.788496,44.944,-48.081,29.093
0.680169,pinky,Left,1,-134.8620,84.0786,35.8195,-0.082000,-0.431197,-0.699333,49.462,-24.216,20.861
0.724720,thumb,Left,1,-315.3757,85.8166,-246.2937,-0.799003,-0.732717,-0.865670,-34.484,-28.633,25.269
0.724720,index,Left,1,-175.6551,-295.8981,91.6754,0.247965,-0.187901,1.367963,12.590,-46.248,33.058
0.724720,middle,Left,1,-369.0134,-366.1833,-109.5101,0.528370,-0.502229,0.737028,33.227,-46.709,31.446
0.724720,ring,Left,1,-369.5629,-135.0669,59.9031,0.228530,-0.559474,-0.272915,46.496,-45.270,30.676
0.724720,pinky,Left,1,-164.2282,18.7658,8.6368,0.088883,-0.539834,-0.620152,49.957,-23.465,21.881
0.763761,thumb,Left,1,-70.2889,-147.3222,-18.4367,-0.366587,-0.402350,0.007194,-35.026,-29.314,23.447
0.763761,index,Left,1,-87.5084,-189.4013,-23.6555,0.294299,-0.141441,1.119368,12.777,-45.920,32.991
0.763761,middle,Left,1,-125.6027,-186.3217,-63.6232,0.469242,-0.346199,0.986515,33.249,-46.312,31.699
0.763761,ring,Left,1,-240.7420,-74.6813,-20.0481,0.141738,-0.401705,0.474241,47.323,-44.460,30.545
0.763761,pinky,Left,1,-121.7880,30.3771,15.5417,0.172316,-0.388319,-0.139205,50.991,-23.430,22.053
0.803194,thumb,Left,1,147.5799,-240.3995,119.8715,-0.008170,-0.033619,0.481533,-34.145,-29.722,22.597
0.803194,index,Left,1,71.0725,30.8602,-82.2422,0.237945,-0.055204,0.947686,12.269,-47.368,32.348
0.803194,middle,Left,1,132.7579,60.2978,38.7730,0.367527,-0.218420,0.704737,33.518,-48.237,31.341
0.803194,ring,Left,1,98.3065,-50.3527,-41.4894,0.107409,-0.122441,0.836071,46.771,-46.257,29.645
0.803194,pinky,Left,1,59.1659,-9.6153,86.1103,0.184895,-0.197816,-0.011954,51.868,-25.335,21.580
0.845154,thumb,Left,1,268.6271,-205.9992,108.4891,0.101967,0.034278,0.449333,-32.375,-29.403,22.127
0.845154,index,Left,1,163.2808,141.0206,-107.1515,0.052203,0.037004,0.948043,11.434,-47.847,31.066
0.845154,middle,Left,1,305.2482,188.8133,2.2691,0.199523,-0.135886,0.162976,32.443,-49.087,29.319
0.845154,ring,Left,1,262.9066,-11.4657,-38.9178,0.056851,-0.124315,0.312683,46.296,-47.358,28.590
0.845154,pinky,Left,1,133.1799,-13.9412,53.8844,0.095660,-0.110962,-0.037244,51.741,-25.780,20.631
0.884949,thumb,Left,1,260.3659,-78.0084,-64.6039,0.010307,-0.026524,0.298682,-30.566,-28.351,23.388
0.884949,index,Left,1,182.8394,143.4969,-100.2452,-0.121779,0.140109,1.292289,10.618,-48.264,30.216
0.884949,middle,Left,1,343.5484,260.7699,40.8575,-0.050481,0.001105,-0.050788,32.103,-51.980,28.090
0.884949,ring,Left,1,317.5117,-21.5651,-21.8636,0.076521,-0.107611,-0.082485,45.594,-48.503,27.867
0.884949,pinky,Left,1,151.6405,-20.7156,5.9118,-0.037417,-0.091424,-0.082734,52.058,-25.825,19.611
0.926045,thumb,Left,1,170.4346,-42.0843,-116.6056,0.004525,-0.222616,0.192613,-29.955,-27.608,24.061
0.926045,index,Left,1,123.4245,59.4987,-104.0956,-0.214449,0.211074,1.284209,9.966,-48.275,30.182
0.926045,middle,Left,1,278.1353,184.8166,47.3771,-0.124730,0.040009,-0.245726,32.235,-53.962,28.413
0.926045,ring,Left,1,203.0320,-73.7925,-13.4498,0.112524,-0.129508,-0.329004,44.805,-49.074,28.339
0.926045,pinky,Left,1,55.2530,-48.1345,-65.6994,-0.089884,-0.156638,-0.149681,51.681,-25.681,19.769
0.967337,thumb,Left,1,86.4377,-58.0417,-53.7413,0.154200,-0.239749,0.347569,-29.830,-27.573,23.004
0.967337,index,Left,1,90.1734,4.8816,-78.8866,-0.205491,0.221714,0.217536,9.180,-48.034,29.784
0.967337,middle,Left,1,209.0023,119.1767,106.1326,-0.195358,0.130790,-0.114952,31.885,-55.392,28.111
0.967337,ring,Left,1,141.3068,-93.0479,-28.6539,0.055469,-0.031848,-0.247596,43.868,-49.235,27.733
0.967337,pinky,Left,1,-8.6030,-46.5646,-76.3903,-0.157432,-0.119365,-0.064417,51.261,-24.888,19.632
1.008723,thumb,Left,1,65.4912,-129.3022,88.9539,0.280306,-0.137233,0.495068,-29.333,-27.862,20.822
1.008723,index,Left,1,43.2054,-57.0318,-66.8896,-0.025171,0.194834,-0.128555,8.810,-47.111,29.871
1.008723,middle,Left,1,95.2882,-4.2576,60.0134,-0.132442,0.148080,-0.111201,31.783,-55.671,28.520
1.008723,ring,Left,1,64.4210,-103.9206,-30.7517,0.006197,0.021601,-0.149149,43.260,-49.189,27.774
1.008723,pinky,Left,1,-59.9248,-74.0087,-71.3328,-0.233706,-0.085214,-0.027211,50.820,-24.187,19.860
1.049085,thumb,Left,1,117.4483,-171.6936,190.1904,0.444104,-0.004015,0.127522,-28.351,-28.452,18.037
1.049085,index,Left,1,1.6944,-23.6826,-118.0460,-0.066196,0.124231,-0.886291,8.522,-46.323,28.208
1.049085,middle,Left,1,34.5725,7.5552,-79.2883,-0.191663,0.104587,-0.459849,31.590,-55.141,26.705
1.049085,ring,Left,1,48.3542,-18.2359,-117.2096,-0.136927,0.090146,-0.258787,42.732,-48.648,25.715
1.049085,pinky,Left,1,-40.5005,-40.6398,-119.7107,-0.289333,0.000983,-0.085885,50.028,-22.925,18.944
1.089955,thumb,Left,1,110.3875,-143.2316,184.4192,0.494552,-0.011054,-0.283522,-28.114,-28.944,16.245
