time_aligned,sensor,v1,v2,v3
0.007926,acc,-0.397437,0.071826,9.562442
0.008926,gyro,-0.001222,-0.004887,0.000000
0.015926,acc,-0.368707,0.122104,9.509769
0.015926,gyro,0.000000,0.000000,0.001222
0.029926,acc,-0.371101,0.062249,9.543288
0.029926,gyro,0.001222,0.007330,0.001222
0.035926,acc,-0.368707,0.071826,9.536105
0.036926,gyro,-0.001222,0.001222,0.000000
0.047926,acc,-0.371101,0.122104,9.552865
0.048926,gyro,-0.002443,-0.001222,0.001222
0.055926,acc,-0.390255,0.067038,9.476251
0.056926,gyro,0.001222,-0.002443,0.001222
0.066926,acc,-0.366313,0.079009,9.567230
0.066926,gyro,-0.001222,0.001222,0.000000
0.076926,acc,-0.339977,0.088585,9.521740
0.076926,gyro,0.000000,0.004887,0.000000
0.087926,acc,-0.316035,0.052672,9.528923
0.088926,gyro,-0.002443,0.003665,0.001222
0.096926,acc,-0.378284,0.079009,9.538500
0.097926,gyro,0.000000,-0.002443,-0.001222
0.107926,acc,-0.308852,0.052672,9.495404
0.108926,gyro,0.000000,-0.002443,0.000000
0.116926,acc,-0.378284,0.062249,9.485827
0.116926,gyro,0.000000,0.003665,0.001222
0.130926,acc,-0.371101,0.064643,9.512163
0.131926,gyro,0.002443,0.003665,0.000000
0.136926,acc,-0.339977,0.062249,9.600749
0.136926,gyro,-0.002443,-0.001222,0.000000
0.146926,acc,-0.351948,0.086191,9.485827
0.146926,gyro,0.000000,-0.001222,0.000000
0.154926,acc,-0.344765,0.045490,9.488221
0.156926,gyro,0.001222,-0.002443,0.000000
0.170926,acc,-0.414197,0.064643,9.569624
0.170926,gyro,0.000000,0.000000,0.000000
0.174926,acc,-0.375890,0.102951,9.533711
0.174926,gyro,0.000000,0.001222,0.000000
0.188926,acc,-0.373495,0.107739,9.569624
0.188926,gyro,0.000000,0.004887,0.000000
0.194926,acc,-0.371101,0.071826,9.512163
0.194926,gyro,-0.002443,0.000000,0.000000
0.206926,acc,-0.395043,0.083797,9.466674
0.207926,gyro,-0.001222,-0.001222,0.000000
0.216926,acc,-0.344765,0.081403,9.512163
0.217926,gyro,-0.001222,0.001222,0.000000
0.228926,acc,-0.385466,0.071826,9.552865
0.229926,gyro,-0.002443,0.004887,0.000000
0.236926,acc,-0.344765,0.107739,9.574412
0.237926,gyro,-0.003665,0.001222,0.000000
0.249926,acc,-0.366313,0.067038,9.531317
0.250926,gyro,-0.001222,-0.001222,0.000000
0.255926,acc,-0.378284,0.021548,9.524135
0.256926,gyro,0.001222,-0.001222,0.000000
0.264926,acc,-0.387861,0.095768,9.476251
0.264926,gyro,-0.001222,0.000000,0.000000
0.274926,acc,-0.363919,0.059855,9.516952
0.274926,gyro,0.000000,0.007330,0.000000
0.287926,acc,-0.356736,0.007183,9.524135
0.288926,gyro,-0.001222,0.000000,0.000000
0.297926,acc,-0.371101,0.050278,9.576807
0.297926,gyro,-0.002443,-0.007330,0.000000
0.306926,acc,-0.316035,0.064643,9.466674
0.306926,gyro,-0.001222,-0.002443,0.000000
0.315926,acc,-0.344765,0.062249,9.569624
0.315926,gyro,-0.001222,0.008552,0.000000
0.329926,acc,-0.402226,0.117316,9.536105
0.329926,gyro,0.000000,0.006109,0.000000
0.337926,acc,-0.363919,0.050278,9.550470
0.337926,gyro,-0.001222,-0.006109,0.001222
0.348926,acc,-0.351948,0.062249,9.526528
0.348926,gyro,-0.001222,0.000000,0.001222
0.356926,acc,-0.304064,0.052672,9.459491
0.357926,gyro,-0.001222,0.002443,-0.001222
0.366926,acc,-0.363919,0.086191,9.548077
0.367926,gyro,-0.002443,0.002443,-0.001222
0.376926,acc,-0.390255,0.033519,9.500193
0.377926,gyro,0.001222,0.002443,-0.001222
0.387926,acc,-0.368707,0.071826,9.557653
0.387926,gyro,-0.001222,-0.002443,0.000000
0.395926,acc,-0.363919,0.088585,9.481039
0.396926,gyro,0.000000,-0.003665,0.000000
0.408926,acc,-0.378284,0.062249,9.507375
0.409926,gyro,0.000000,0.003665,0.000000
0.417926,acc,-0.378284,0.071826,9.651027
0.418926,gyro,-0.001222,0.007330,0.000000
0.428926,acc,-0.380678,0.059855,9.557653
0.428926,gyro,0.000000,0.002443,0.000000
0.437926,acc,-0.399832,0.071826,9.509769
0.437926,gyro,-0.001222,-0.003665,0.000000
0.449926,acc,-0.351948,0.107739,9.509769
0.449926,gyro,0.000000,-0.001222,0.000000
0.457926,acc,-0.392649,0.071826,9.512163
0.457926,gyro,-0.001222,0.002443,0.000000
0.468926,acc,-0.344765,0.086191,9.600749
0.469926,gyro,0.001222,0.003665,0.000000
0.477926,acc,-0.385466,0.090980,9.540894
0.477926,gyro,0.000000,0.003665,0.000000
0.489926,acc,-0.351948,0.059855,9.459491
0.489926,gyro,0.000000,0.000000,0.000000
0.497926,acc,-0.373495,0.086191,9.483433
0.497926,gyro,-0.003665,-0.002443,0.000000
0.509926,acc,-0.351948,0.067038,9.543288
0.510926,gyro,-0.001222,0.001222,0.000000
0.517926,acc,-0.411803,0.083797,9.538500
0.517926,gyro,-0.002443,0.004887,0.001222
0.528926,acc,-0.363919,0.033519,9.593566
0.529926,gyro,-0.001222,0.002443,0.000000
0.538926,acc,-0.404620,0.086191,9.449914
0.539926,gyro,0.001222,0.000000,0.001222
0.549926,acc,-0.395043,0.083797,9.509769
0.549926,gyro,-0.002443,-0.001222,0.000000
0.557926,acc,-0.378284,0.047884,9.528923
0.558926,gyro,-0.001222,0.003665,0.000000
0.568926,acc,-0.390255,0.069432,9.066842
0.568926,gyro,-0.002443,0.003665,0.000000
0.577926,acc,-0.457293,-0.059855,9.727641
0.577926,gyro,0.000000,-0.006109,-0.001222
0.589926,acc,-0.318429,0.059855,9.471462
0.589926,gyro,-0.006109,-0.015882,0.000000
0.597926,acc,-0.299275,0.086191,9.136273
0.597926,gyro,-0.001222,-0.007330,0.000000
0.608926,acc,-0.354342,0.019154,9.916783
0.608926,gyro,0.004887,0.004887,0.000000
0.616926,acc,-0.351948,0.100556,9.337387
0.617926,gyro,-0.004887,-0.001222,0.001222
0.628926,acc,-0.349553,0.040701,9.536105
0.629926,gyro,-0.004887,0.009774,0.000000
0.640926,acc,-0.344765,0.062249,9.564836
0.640926,gyro,0.000000,-0.004887,-0.001222
0.648926,acc,-0.404620,0.107739,9.591172
0.649926,gyro,-0.009774,-0.004887,-0.001222
0.657926,acc,-0.311246,0.083797,9.193734
0.657926,gyro,0.001222,0.008552,0.001222
0.671926,acc,-0.457293,0.093374,9.809045
0.672926,gyro,0.004887,-0.002443,-0.001222
0.678926,acc,-0.378284,0.090980,9.569624
0.678926,gyro,-0.006109,-0.010996,0.000000
0.690926,acc,-0.363919,0.100556,9.497798
0.690926,gyro,0.001222,0.004887,0.000000
0.698926,acc,-0.363919,0.035913,9.715671
0.698926,gyro,0.010996,0.008552,0.001222
0.709926,acc,-0.375890,0.090980,9.425972
0.709926,gyro,-0.007330,-0.001222,0.000000
0.716926,acc,-0.339977,0.045490,9.449914
0.717926,gyro,0.002443,0.002443,0.000000
0.729926,acc,-0.325611,0.055067,9.581595
0.730926,gyro,-0.001222,0.000000,0.001222
0.738926,acc,-0.409408,0.055067,9.607931
0.739926,gyro,-0.002443,-0.002443,0.000000
0.748926,acc,-0.347159,0.055067,9.502586
0.749926,gyro,-0.001222,-0.002443,0.001222
0.758926,acc,-0.368707,0.047884,9.548077
0.759926,gyro,0.000000,0.006109,0.001222
0.771926,acc,-0.397437,0.021548,9.488221
0.771926,gyro,0.001222,0.000000,0.000000
0.779926,acc,-0.397437,0.098162,9.421184
0.779926,gyro,-0.001222,0.000000,-0.001222
0.789926,acc,-0.383072,0.035913,9.615114
0.789926,gyro,0.004887,-0.002443,0.000000
0.798926,acc,-0.363919,0.090980,9.572019
0.798926,gyro,-0.003665,0.000000,0.000000
0.811926,acc,-0.330400,0.059855,9.442732
0.812926,gyro,0.000000,0.006109,0.001222
0.819926,acc,-0.361524,0.045490,9.516952
0.819926,gyro,0.001222,0.001222,0.000000
0.831926,acc,-0.375890,0.071826,9.643845
0.831926,gyro,0.000000,-0.007330,0.000000
0.838926,acc,-0.344765,0.088585,9.521740
0.838926,gyro,-0.002443,-0.001222,0.000000
0.850926,acc,-0.378284,0.040701,9.533711
0.850926,gyro,0.001222,0.008552,0.000000
0.860926,acc,-0.409408,0.052672,9.493010
0.860926,gyro,-0.002443,0.003665,0.001222
0.870926,acc,-0.354342,0.071826,9.521740
0.870926,gyro,-0.001222,-0.007330,0.001222
0.878926,acc,-0.378284,0.035913,9.528923
0.879926,gyro,0.000000,-0.002443,-0.001222
0.889926,acc,-0.385466,0.035913,9.586384
0.890926,gyro,-0.001222,0.007330,0.000000
0.898926,acc,-0.344765,0.050278,9.562442
0.899926,gyro,0.002443,0.007330,0.000000
0.910926,acc,-0.347159,0.069432,9.481039
0.910926,gyro,-0.001222,-0.004887,0.000000
0.920926,acc,-0.347159,0.083797,9.536105
0.920926,gyro,0.001222,-0.008552,0.000000
0.930926,acc,-0.359130,0.074220,9.531317
0.930926,gyro,-0.001222,0.007330,0.000000
0.940926,acc,-0.392649,0.095768,9.562442
0.940926,gyro,-0.001222,0.008552,0.000000
0.950926,acc,-0.442927,0.057461,9.516952
0.951926,gyro,-0.001222,-0.004887,0.000000
0.959926,acc,-0.339977,0.040701,9.447520
0.960926,gyro,0.000000,-0.009774,0.000000
0.971926,acc,-0.399832,0.057461,9.524135
0.972926,gyro,-0.003665,-0.001222,-0.001222
0.978926,acc,-0.373495,0.088585,9.629479
0.978926,gyro,0.001222,0.012217,0.000000
0.993926,acc,-0.385466,0.014365,9.512163
0.993926,gyro,-0.001222,-0.003665,0.000000
1.000926,acc,-0.366313,0.114922,9.476251
1.000926,gyro,0.000000,-0.008552,0.000000
1.009926,acc,-0.301669,0.069432,9.514558
1.010926,gyro,-0.001222,0.000000,0.000000
1.021926,acc,-0.428562,0.057461,9.572019
1.022926,gyro,-0.001222,0.007330,0.000000
1.031926,acc,-0.378284,0.050278,9.583989
1.032926,gyro,0.001222,0.003665,0.001222
1.040926,acc,-0.363919,0.076614,9.538500
1.041926,gyro,0.000000,-0.008552,0.000000
1.050926,acc,-0.402226,0.086191,9.507375
1.050926,gyro,0.000000,-0.003665,0.000000
1.060926,acc,-0.378284,0.086191,9.430760
1.061926,gyro,-0.002443,0.007330,0.000000
1.071926,acc,-0.373495,0.093374,9.569624
1.072926,gyro,-0.002443,0.009774,0.000000
1.080926,acc,-0.399832,0.071826,9.538500
1.080926,gyro,0.000000,-0.002443,-0.001222
1.091926,acc,-0.330400,0.059855,9.519346
1.092926,gyro,-0.002443,-0.007330,0.000000
1.099926,acc,-0.371101,0.083797,9.464279
1.099926,gyro,-0.001222,0.002443,0.000000
1.110926,acc,-0.335188,0.076614,9.543288
1.110926,gyro,-0.001222,0.004887,0.001222
1.119926,acc,-0.339977,0.088585,9.524135
1.119926,gyro,0.001222,0.001222,0.000000
1.132926,acc,-0.363919,0.134075,9.567230
1.132926,gyro,0.000000,-0.001222,0.000000
1.140926,acc,-0.395043,0.043096,9.548077
1.140926,gyro,0.000000,0.000000,0.000000
1.152926,acc,-0.323217,0.095768,9.481039
1.152926,gyro,-0.002443,0.002443,0.000000
1.160926,acc,-0.378284,0.071826,9.483433
1.161926,gyro,0.001222,0.001222,-0.001222
1.171926,acc,-0.354342,0.093374,9.586384
1.171926,gyro,-0.001222,-0.001222,0.001222
1.180926,acc,-0.366313,0.083797,9.502586
1.180926,gyro,0.000000,0.000000,0.000000
1.189926,acc,-0.418985,0.050278,9.469068
1.190926,gyro,0.000000,0.001222,0.001222
1.200926,acc,-0.375890,0.028730,9.466674
1.200926,gyro,0.000000,-0.002443,0.000000
1.211926,acc,-0.330400,0.069432,9.512163
1.212926,gyro,0.001222,-0.002443,0.000000
1.221926,acc,-0.351948,0.059855,9.552865
1.221926,gyro,-0.002443,0.004887,-0.001222
1.230926,acc,-0.430956,0.031125,9.548077
1.231926,gyro,0.000000,0.004887,0.000000
1.240926,acc,-0.349553,0.062249,9.521740
1.241926,gyro,-0.002443,-0.001222,0.001222
1.251926,acc,-0.308852,0.055067,9.493010
1.252926,gyro,0.000000,-0.004887,0.000000
1.260926,acc,-0.373495,0.033519,9.507375
1.260926,gyro,-0.001222,0.003665,0.000000
1.270926,acc,-0.404620,0.126893,9.251195
1.271926,gyro,0.002443,0.001222,0.000000
1.281926,acc,-0.344765,0.083797,9.753978
1.282926,gyro,0.000000,-0.007330,0.000000
1.292926,acc,-0.339977,0.057461,9.141062
1.292926,gyro,-0.003665,-0.012217,0.001222
1.301926,acc,-0.390255,-0.016759,9.964667
1.301926,gyro,0.000000,0.009774,-0.001222
1.314926,acc,-0.380678,0.043096,9.385271
1.314926,gyro,-0.006109,0.002443,0.000000
1.320926,acc,-0.383072,0.093374,9.409213
1.321926,gyro,-0.002443,0.010996,0.000000
1.332926,acc,-0.395043,0.095768,9.583989
1.332926,gyro,0.009774,-0.003665,0.001222
1.341926,acc,-0.356736,0.107739,9.641450
1.342926,gyro,-0.013439,-0.004887,-0.001222
1.352926,acc,-0.325611,0.095768,9.270349
1.352926,gyro,0.008552,0.003665,0.001222
1.361926,acc,-0.407014,0.107739,9.682152
1.362926,gyro,-0.007330,0.009774,0.000000
1.371926,acc,-0.421380,0.107739,9.742006
1.371926,gyro,0.003665,-0.008552,0.000000
1.381926,acc,-0.344765,0.071826,9.394848
1.381926,gyro,-0.007330,-0.002443,0.000000
1.392926,acc,-0.395043,-0.007183,9.689334
1.393926,gyro,0.007330,0.007330,0.000000
1.401926,acc,-0.371101,0.114922,9.354146
1.401926,gyro,-0.008552,0.000000,0.001222
1.413926,acc,-0.359130,0.062249,9.469068
1.413926,gyro,0.002443,0.000000,0.001222
1.421926,acc,-0.313640,0.011971,9.552865
1.422926,gyro,0.001222,0.000000,0.000000
1.430926,acc,-0.373495,0.083797,9.617508
1.431926,gyro,-0.003665,0.000000,0.000000
1.440926,acc,-0.404620,0.052672,9.488221
1.440926,gyro,0.002443,0.001222,0.000000
1.451926,acc,-0.363919,0.047884,9.533711
1.452926,gyro,-0.003665,0.001222,0.000000
1.461926,acc,-0.366313,0.074220,9.624691
1.462926,gyro,0.002443,0.002443,0.000000
1.475926,acc,-0.378284,0.105345,9.449914
1.475926,gyro,-0.004887,0.001222,0.000000
1.481926,acc,-0.344765,0.059855,9.600749
1.482926,gyro,0.002443,0.002443,-0.001222
1.493926,acc,-0.380678,0.067038,9.569624
1.493926,gyro,-0.003665,-0.002443,0.000000
1.502926,acc,-0.356736,0.079009,9.464279
1.502926,gyro,-0.001222,0.000000,0.000000
1.513926,acc,-0.371101,0.059855,9.516952
1.513926,gyro,0.000000,0.003665,0.001222
1.520926,acc,-0.428562,0.047884,9.720459
1.521926,gyro,0.001222,-0.002443,0.001222
1.532926,acc,-0.409408,0.059855,9.830592
1.532926,gyro,-0.001222,-0.007330,0.000000
1.542926,acc,-0.287304,0.069432,9.014170
1.542926,gyro,-0.001222,-0.004887,0.000000
1.553926,acc,-0.409408,0.035913,9.962274
1.553926,gyro,-0.001222,0.015882,-0.001222
1.561926,acc,-0.378284,0.038307,9.449914
1.562926,gyro,0.000000,-0.002443,0.000000
1.573926,acc,-0.359130,0.047884,9.516952
1.573926,gyro,-0.003665,0.007330,-0.001222
1.582926,acc,-0.339977,0.035913,9.615114
1.582926,gyro,0.010996,-0.003665,0.000000
1.592926,acc,-0.356736,0.100556,9.598354
1.592926,gyro,-0.007330,-0.002443,0.000000
1.602926,acc,-0.354342,0.095768,9.265560
1.602926,gyro,0.010996,0.004887,0.001222
1.613926,acc,-0.404620,0.112527,9.617508
1.614926,gyro,-0.007330,0.008552,-0.001222
1.622926,acc,-0.407014,0.081403,9.567230
1.622926,gyro,0.002443,-0.008552,0.001222
1.633926,acc,-0.325611,0.093374,9.265560
1.633926,gyro,0.000000,0.006109,0.000000
1.642926,acc,-0.339977,0.057461,9.670180
1.642926,gyro,0.003665,0.006109,0.000000
1.654926,acc,-0.375890,0.134075,9.466674
1.654926,gyro,-0.007330,-0.004887,0.000000
1.661926,acc,-0.387861,0.055067,9.423578
1.661926,gyro,0.000000,-0.002443,0.000000
1.672926,acc,-0.373495,0.059855,9.603143
1.673926,gyro,0.001222,0.003665,0.000000
1.684926,acc,-0.339977,0.069432,9.651027
1.684926,gyro,-0.003665,-0.001222,-0.001222
1.693926,acc,-0.328006,0.052672,9.495404
1.693926,gyro,0.002443,0.000000,0.001222
1.702926,acc,-0.339977,0.069432,9.514558
1.702926,gyro,-0.002443,0.003665,0.001222
1.714926,acc,-0.378284,0.059855,9.670180
1.714926,gyro,0.000000,0.002443,0.000000
1.722926,acc,-0.399832,0.076614,9.483433
1.722926,gyro,-0.003665,0.001222,0.001222
1.733926,acc,-0.380678,0.074220,9.536105
1.734926,gyro,0.002443,-0.002443,0.001222
1.743926,acc,-0.373495,0.076614,9.531317
1.744926,gyro,-0.003665,-0.002443,0.000000
1.754926,acc,-0.375890,0.117316,9.464279
1.754926,gyro,0.000000,0.003665,0.001222
1.764926,acc,-0.368707,0.033519,9.526528
1.765926,gyro,0.000000,0.004887,0.000000
1.774926,acc,-0.344765,0.102951,9.612720
1.775926,gyro,0.002443,-0.004887,0.000000
1.782926,acc,-0.320823,0.083797,9.526528
1.782926,gyro,-0.003665,-0.007330,0.000000
1.793926,acc,-0.356736,0.064643,9.430760
1.794926,gyro,0.002443,0.007330,0.000000
1.803926,acc,-0.395043,0.035913,9.497798
1.803926,gyro,-0.001222,0.009774,0.000000
1.814926,acc,-0.383072,0.086191,9.504981
1.814926,gyro,-0.002443,-0.006109,-0.001222
1.822926,acc,-0.359130,0.107739,9.538500
1.822926,gyro,0.000000,-0.007330,0.001222
1.833926,acc,-0.347159,0.064643,9.557653
1.833926,gyro,0.000000,0.002443,0.000000
1.843926,acc,-0.390255,0.052672,9.464279
1.843926,gyro,-0.001222,0.007330,0.000000
1.853926,acc,-0.399832,0.107739,9.485827
1.854926,gyro,0.000000,0.001222,0.000000
1.862926,acc,-0.349553,0.083797,9.538500
1.863926,gyro,-0.002443,-0.008552,0.000000
1.874926,acc,-0.339977,0.110133,9.552865
1.874926,gyro,0.000000,-0.001222,-0.001222
1.884926,acc,-0.313640,0.059855,9.502586
1.884926,gyro,0.001222,0.006109,0.001222
1.896926,acc,-0.404620,0.119710,9.540894
1.896926,gyro,0.001222,0.003665,-0.001222
1.903926,acc,-0.390255,0.076614,9.514558
1.904926,gyro,0.000000,-0.003665,0.000000
1.914926,acc,-0.356736,0.107739,9.476251
1.915926,gyro,-0.002443,-0.004887,0.000000
1.925926,acc,-0.330400,0.062249,9.557653
1.926926,gyro,0.000000,0.002443,0.000000
1.935926,acc,-0.378284,0.117316,9.466674
1.935926,gyro,0.000000,0.007330,0.000000
1.944926,acc,-0.373495,0.057461,9.543288
1.944926,gyro,0.000000,0.000000,0.000000
1.956926,acc,-0.339977,0.038307,9.461885
1.956926,gyro,-0.001222,-0.007330,0.000000
1.963926,acc,-0.344765,0.107739,9.557653
1.964926,gyro,-0.001222,0.000000,0.000000
1.974926,acc,-0.339977,0.098162,9.406818
1.975926,gyro,0.002443,0.007330,0.000000
1.984926,acc,-0.395043,0.088585,10.022128
1.984926,gyro,-0.006109,-0.009774,0.000000
1.993926,acc,-0.311246,0.067038,9.145850
1.993926,gyro,-0.003665,-0.012217,0.000000
2.003926,acc,-0.325611,0.016759,9.739613
2.003926,gyro,-0.001222,0.003665,-0.001222
2.013926,acc,-0.349553,0.047884,9.698911
2.014926,gyro,0.001222,-0.001222,0.001222
2.024926,acc,-0.344765,0.055067,9.481039
2.025926,gyro,-0.008552,0.010996,0.000000
2.034926,acc,-0.380678,0.009577,9.636662
2.035926,gyro,0.008552,0.000000,0.000000
2.044926,acc,-0.363919,0.114922,9.562442
2.044926,gyro,-0.010996,-0.009774,-0.001222
2.055926,acc,-0.351948,0.107739,9.275137
2.055926,gyro,0.004887,-0.003665,0.000000
2.063926,acc,-0.407014,0.076614,9.682152
2.064926,gyro,-0.003665,0.009774,-0.001222
2.074926,acc,-0.418985,0.083797,9.794679
2.074926,gyro,0.004887,0.000000,0.000000
2.082926,acc,-0.383072,0.093374,9.356541
2.082926,gyro,-0.003665,0.000000,0.000000
2.094926,acc,-0.421380,0.083797,9.612720
2.095926,gyro,0.006109,0.004887,0.000000
2.103926,acc,-0.363919,0.052672,9.504981
2.104926,gyro,-0.006109,-0.001222,0.001222
2.116926,acc,-0.414197,0.074220,9.497798
2.117926,gyro,0.000000,0.001222,0.000000
2.122926,acc,-0.313640,0.074220,9.555259
2.123926,gyro,0.000000,0.004887,-0.001222
2.135926,acc,-0.354342,0.071826,9.612720
2.135926,gyro,-0.001222,0.000000,0.000000
2.144926,acc,-0.354342,0.090980,9.382876
2.144926,gyro,-0.001222,-0.004887,0.000000
2.155926,acc,-0.351948,0.050278,9.449914
2.156926,gyro,-0.001222,-0.004887,0.000000
2.165926,acc,-0.409408,0.059855,9.605537
2.166926,gyro,0.000000,0.002443,0.000000
2.175926,acc,-0.435745,0.112527,9.528923
2.175926,gyro,-0.004887,0.009774,0.000000
2.184926,acc,-0.440533,0.055067,9.536105
2.185926,gyro,0.002443,-0.001222,0.001222
2.195926,acc,-0.390255,0.086191,9.495404
