time_aligned,finger,hand_label,detected,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z
0.010740,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010740,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010740,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010740,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010740,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052443,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052443,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052443,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052443,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.052443,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092700,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092700,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092700,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092700,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092700,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175534,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175534,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175534,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175534,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.175534,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216238,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216238,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216238,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216238,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.216238,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256838,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256838,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256838,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256838,ring,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.256838,pinky,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.298886,thumb,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.298886,index,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.298886,middle,,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
