timestamp_sec,detected,x_px,y_px,x_norm,y_norm,pos_x_mm,pos_y_mm,pos_z_mm,local_x_mm,local_y_mm,local_z_mm,calibrated,global_x_mm,global_y_mm,height_mm,frame_x_mm,frame_y_mm
3.987772,0,,,,,,,,,,,1,,,,,
4.025388,0,,,,,,,,,,,1,,,,,
4.064729,0,,,,,,,,,,,1,,,,,
4.105966,0,,,,,,,,,,,1,,,,,
4.147146,0,,,,,,,,,,,1,,,,,
4.187958,0,,,,,,,,,,,1,,,,,
4.271169,0,,,,,,,,,,,1,,,,,
4.353644,0,,,,,,,,,,,1,,,,,
4.392535,0,,,,,,,,,,,1,,,,,
4.967507,0,,,,,,,,,,,1,,,,,
5.008501,0,,,,,,,,,,,1,,,,,
5.049085,0,,,,,,,,,,,1,,,,,
5.089790,0,,,,,,,,,,,1,,,,,
5.131337,0,,,,,,,,,,,1,,,,,
5.171583,0,,,,,,,,,,,1,,,,,
5.212705,0,,,,,,,,,,,1,,,,,
5.253976,0,,,,,,,,,,,1,,,,,
5.294971,0,,,,,,,,,,,1,,,,,
5.335877,0,,,,,,,,,,,1,,,,,
5.376690,0,,,,,,,,,,,1,,,,,
5.417690,0,,,,,,,,,,,1,,,,,
5.459239,0,,,,,,,,,,,1,,,,,
5.499909,0,,,,,,,,,,,1,,,,,
5.541096,0,,,,,,,,,,,1,,,,,
5.582108,0,,,,,,,,,,,1,,,,,
5.622898,0,,,,,,,,,,,1,,,,,
5.664491,0,,,,,,,,,,,1,,,,,
5.706037,0,,,,,,,,,,,1,,,,,
5.746355,0,,,,,,,,,,,1,,,,,
5.786927,0,,,,,,,,,,,1,,,,,
5.828253,0,,,,,,,,,,,1,,,,,
5.869344,0,,,,,,,,,,,1,,,,,
5.910237,0,,,,,,,,,,,1,,,,,
5.991795,0,,,,,,,,,,,1,,,,,
6.034403,0,,,,,,,,,,,1,,,,,
6.073866,0,,,,,,,,,,,1,,,,,
6.115044,0,,,,,,,,,,,1,,,,,
6.155735,0,,,,,,,,,,,1,,,,,
6.196447,0,,,,,,,,,,,1,,,,,
6.238394,0,,,,,,,,,,,1,,,,,
6.279427,0,,,,,,,,,,,1,,,,,
6.320360,0,,,,,,,,,,,1,,,,,
6.361100,0,,,,,,,,,,,1,,,,,
6.402286,0,,,,,,,,,,,1,,,,,
6.443307,0,,,,,,,,,,,1,,,,,
6.485660,0,,,,,,,,,,,1,,,,,
6.525533,0,,,,,,,,,,,1,,,,,
6.566381,0,,,,,,,,,,,1,,,,,
6.607375,0,,,,,,,,,,,1,,,,,
6.649017,0,,,,,,,,,,,1,,,,,
6.689827,0,,,,,,,,,,,1,,,,,
6.730930,0,,,,,,,,,,,1,,,,,
6.771741,0,,,,,,,,,,,1,,,,,
6.812750,0,,,,,,,,,,,1,,,,,
6.853986,0,,,,,,,,,,,1,,,,,
6.895011,0,,,,,,,,,,,1,,,,,
6.936827,0,,,,,,,,,,,1,,,,,
6.977033,0,,,,,,,,,,,1,,,,,
7.018147,0,,,,,,,,,,,1,,,,,
7.058873,0,,,,,,,,,,,1,,,,,
7.099689,0,,,,,,,,,,,1,,,,,
7.141540,0,,,,,,,,,,,1,,,,,
7.182996,0,,,,,,,,,,,1,,,,,
7.224419,0,,,,,,,,,,,1,,,,,
7.264967,0,,,,,,,,,,,1,,,,,
7.306086,0,,,,,,,,,,,1,,,,,
7.346979,0,,,,,,,,,,,1,,,,,
7.387907,0,,,,,,,,,,,1,,,,,
7.428656,0,,,,,,,,,,,1,,,,,
7.469971,0,,,,,,,,,,,1,,,,,
7.510816,0,,,,,,,,,,,1,,,,,
7.552414,0,,,,,,,,,,,1,,,,,
7.593186,0,,,,,,,,,,,1,,,,,
7.634744,0,,,,,,,,,,,1,,,,,
7.675599,0,,,,,,,,,,,1,,,,,
7.716245,0,,,,,,,,,,,1,,,,,
7.757240,0,,,,,,,,,,,1,,,,,
