sample_offset,num_samples,watch_ts_ms
0,1920,1784743248752
1920,1920,1784743248793
3840,1920,1784743248832
5760,1920,1784743248872
7680,1920,1784743248913
9600,1920,1784743248952
11520,1920,1784743248993
13440,1920,1784743249032
15360,1920,1784743249073
17280,1920,1784743249112
19200,1920,1784743249153
21120,1920,1784743249193
23040,1920,1784743249235
24960,1920,1784743249276
26880,1920,1784743249315
28800,1920,1784743249357
30720,1920,1784743249396
32640,1920,1784743249436
34560,1920,1784743249475
36480,1920,1784743249516
38400,1920,1784743249560
40320,1920,1784743249594
42240,1920,1784743249632
44160,1920,1784743249672
46080,1920,1784743249712
48000,1920,1784743249752
49920,1920,1784743249792
51840,1920,1784743249832
53760,1920,1784743249872
55680,1920,1784743249912
57600,1920,1784743249952
59520,1920,1784743249992
61440,1920,1784743250032
63360,1920,1784743250075
65280,1920,1784743250113
67200,1920,1784743250153
69120,1920,1784743250192
71040,1920,1784743250233
72960,1920,1784743250273
74880,1920,1784743250315
76800,1920,1784743250356
78720,1920,1784743250395
80640,1920,1784743250435
82560,1920,1784743250476
84480,1920,1784743250515
86400,1920,1784743250556
88320,1920,1784743250596
90240,1920,1784743250636
92160,1920,1784743250676
94080,1920,1784743250715
96000,1920,1784743250755
97920,1920,1784743250795
99840,1920,1784743250836
101760,1920,1784743250877
103680,1920,1784743250917
105600,1920,1784743250955
107520,1920,1784743250997
109440,1920,1784743251036
111360,1920,1784743251075
113280,1920,1784743251116
115200,1920,1784743251156
117120,1920,1784743251199
119040,1920,1784743251236
120960,1920,1784743251276
122880,1920,1784743251315
124800,1920,1784743251356
126720,1920,1784743251397
128640,1920,1784743251435
130560,1920,1784743251478
132480,1920,1784743251516
134400,1920,1784743251554
136320,1920,1784743251595
138240,1920,1784743251635
140160,1920,1784743251676
142080,1920,1784743251714
144000,1920,1784743251755
145920,1920,1784743251795
147840,1920,1784743251834
149760,1920,1784743251873
151680,1920,1784743251914
153600,1920,1784743251955
155520,1920,1784743251996
157440,1920,1784743252035
159360,1920,1784743252075
161280,1920,1784743252116
163200,1920,1784743252157
165120,1920,1784743252195
167040,1920,1784743252237
168960,1920,1784743252273
170880,1920,1784743252314
172800,1920,1784743252356
174720,1920,1784743252396
176640,1920,1784743252435
178560,1920,1784743252475
180480,1920,1784743252516
182400,1920,1784743252557
184320,1920,1784743252596
186240,1920,1784743252636
188160,1920,1784743252676
190080,1920,1784743252715
192000,1920,1784743252756
193920,1920,1784743252796
195840,1920,1784743252836
197760,1920,1784743252876
199680,1920,1784743252918
201600,1920,1784743252957
203520,1920,1784743252996
205440,1920,1784743253036
207360,1920,1784743253075
209280,1920,1784743253117
211200,1920,1784743253157
213120,1920,1784743253197
215040,1920,1784743253235
216960,1920,1784743253277
218880,1920,1784743253315
220800,1920,1784743253355
222720,1920,1784743253396
224640,1920,1784743253435
226560,1920,1784743253478
228480,1920,1784743253516
230400,1920,1784743253556
232320,1920,1784743253596
234240,1920,1784743253635
236160,1920,1784743253677
238080,1920,1784743253717
240000,1920,1784743253757
241920,1920,1784743253795
243840,1920,1784743253835
245760,1920,1784743253875
247680,1920,1784743253916
249600,1920,1784743253955
251520,1920,1784743253996
253440,1920,1784743254037
255360,1920,1784743254076
257280,1920,1784743254117
259200,1920,1784743254155
261120,1920,1784743254194
263040,1920,1784743254235
264960,1920,1784743254275
266880,1920,1784743254315
268800,1920,1784743254353
270720,1920,1784743254394
272640,1920,1784743254435
274560,1920,1784743254475
276480,1920,1784743254515
278400,1920,1784743254556
280320,1920,1784743254596
282240,1920,1784743254636
284160,1920,1784743254676
286080,1920,1784743254715
288000,1920,1784743254755
289920,1920,1784743254796
291840,1920,1784743254835
293760,1920,1784743254875
295680,1920,1784743254915
297600,1920,1784743254955
299520,1920,1784743254995
301440,1920,1784743255035
303360,1920,1784743255075
305280,1920,1784743255116
307200,1920,1784743255155
309120,1920,1784743255193
311040,1920,1784743255234
312960,1920,1784743255276
314880,1920,1784743255315
316800,1920,1784743255357
318720,1920,1784743255395
320640,1920,1784743255435
322560,1920,1784743255476
324480,1920,1784743255516
326400,1920,1784743255555
328320,1920,1784743255597
330240,1920,1784743255635
332160,1920,1784743255676
334080,1920,1784743255714
336000,1920,1784743255754
337920,1920,1784743255795
339840,1920,1784743255835
341760,1920,1784743255876
343680,1920,1784743255916
345600,1920,1784743255955
347520,1920,1784743255995
349440,1920,1784743256036
351360,1920,1784743256076
353280,1920,1784743256116
355200,1920,1784743256157
357120,1920,1784743256197
359040,1920,1784743256237
360960,1920,1784743256276
362880,1920,1784743256317
364800,1920,1784743256356
366720,1920,1784743256396
368640,1920,1784743256435
370560,1920,1784743256475
372480,1920,1784743256516
374400,1920,1784743256555
376320,1920,1784743256596
378240,1920,1784743256635
380160,1920,1784743256675
382080,1920,1784743256716
384000,1920,1784743256755
385920,1920,1784743256795
387840,1920,1784743256836
389760,1920,1784743256876
391680,1920,1784743256916
393600,1920,1784743256955
395520,1920,1784743256995
397440,1920,1784743257035
399360,1920,1784743257076
401280,1920,1784743257116
403200,1920,1784743257155
405120,1920,1784743257195
407040,1920,1784743257236
408960,1920,1784743257275
410880,1920,1784743257316
412800,1920,1784743257355
414720,1920,1784743257396
416640,1920,1784743257436
418560,1920,1784743257475
420480,1920,1784743257514
422400,1920,1784743257557
424320,1920,1784743257597
426240,1920,1784743257637
428160,1920,1784743257675
430080,1920,1784743257717
432000,1920,1784743257756
433920,1920,1784743257796
435840,1920,1784743257836
437760,1920,1784743257876
439680,1920,1784743257916
441600,1920,1784743257955
443520,1920,1784743257997
445440,1920,1784743258035
447360,1920,1784743258076
449280,1920,1784743258116
451200,1920,1784743258156
453120,1920,1784743258196
455040,1920,1784743258236
456960,1920,1784743258275
458880,1920,1784743258317
460800,1920,1784743258356
462720,1920,1784743258395
464640,1920,1784743258435
466560,1920,1784743258474
468480,1920,1784743258515
470400,1920,1784743258556
472320,1920,1784743258596
474240,1920,1784743258635
476160,1920,1784743258676
478080,1920,1784743258716
480000,1920,1784743258756
481920,1920,1784743258796
483840,1920,1784743258837
485760,1920,1784743258875
487680,1920,1784743258915
489600,1920,1784743258955
491520,1920,1784743258997
493440,1920,1784743259035
495360,1920,1784743259075
497280,1920,1784743259116
499200,1920,1784743259155
501120,1920,1784743259196
503040,1920,1784743259235
504960,1920,1784743259276
506880,1920,1784743259315
508800,1920,1784743259355
510720,1920,1784743259397
512640,1920,1784743259436
514560,1920,1784743259475
516480,1920,1784743259517
518400,1920,1784743259555
520320,1920,1784743259596
522240,1920,1784743259637
524160,1920,1784743259675
526080,1920,1784743259714
528000,1920,1784743259755
529920,1920,1784743259795
531840,1920,1784743259837
533760,1920,1784743259875
535680,1920,1784743259913
537600,1920,1784743259955
539520,1920,1784743259995
541440,1920,1784743260034
543360,1920,1784743260075
545280,1920,1784743260116
547200,1920,1784743260155
549120,1920,1784743260195
551040,1920,1784743260236
552960,1920,1784743260276
554880,1920,1784743260317
556800,1920,1784743260357
558720,1920,1784743260397
560640,1920,1784743260437
562560,1920,1784743260476
564480,1920,1784743260518
566400,1920,1784743260555
568320,1920,1784743260597
570240,1920,1784743260635
572160,1920,1784743260677
574080,1920,1784743260716
576000,1920,1784743260756
577920,1920,1784743260797
579840,1920,1784743260837
581760,1920,1784743260875
583680,1920,1784743260916
585600,1920,1784743260956
587520,1920,1784743260995
589440,1920,1784743261036
591360,1920,1784743261075
593280,1920,1784743261116
595200,1920,1784743261156
597120,1920,1784743261196
599040,1920,1784743261237
600960,1920,1784743261277
602880,1920,1784743261316
604800,1920,1784743261355
606720,1920,1784743261396
608640,1920,1784743261435
610560,1920,1784743261475
612480,1920,1784743261516
614400,1920,1784743261554
616320,1920,1784743261595
618240,1920,1784743261636
620160,1920,1784743261677
622080,1920,1784743261715
624000,1920,1784743261757
625920,1920,1784743261794
627840,1920,1784743261834
629760,1920,1784743261875
631680,1920,1784743261915
633600,1920,1784743261955
635520,1920,1784743261995
637440,1920,1784743262037
639360,1920,1784743262077
641280,1920,1784743262116
643200,1920,1784743262155
645120,1920,1784743262197
647040,1920,1784743262235
648960,1920,1784743262275
650880,1920,1784743262315
652800,1920,1784743262355
654720,1920,1784743262395
656640,1920,1784743262436
658560,1920,1784743262477
660480,1920,1784743262516
662400,1920,1784743262556
664320,1920,1784743262597
666240,1920,1784743262637
668160,1920,1784743262677
670080,1920,1784743262716
672000,1920,1784743262757
673920,1920,1784743262795
675840,1920,1784743262836
677760,1920,1784743262876
679680,1920,1784743262917
681600,1920,1784743262955
683520,1920,1784743262996
685440,1920,1784743263036
687360,1920,1784743263075
689280,1920,1784743263115
691200,1920,1784743263156
693120,1920,1784743263195
695040,1920,1784743263236
696960,1920,1784743263277
698880,1920,1784743263318
700800,1920,1784743263358
702720,1920,1784743263396
704640,1920,1784743263436
706560,1920,1784743263475
708480,1920,1784743263516
710400,1920,1784743263557
712320,1920,1784743263597
714240,1920,1784743263636
716160,1920,1784743263677
718080,1920,1784743263716
720000,1920,1784743263757
721920,1920,1784743263796
723840,1920,1784743263835
725760,1920,1784743263875
727680,1920,1784743263915
729600,1920,1784743263955
731520,1920,1784743263997
733440,1920,1784743264034
735360,1920,1784743264075
737280,1920,1784743264116
739200,1920,1784743264155
741120,1920,1784743264196
743040,1920,1784743264235
744960,1920,1784743264276
746880,1920,1784743264316
748800,1920,1784743264356
750720,1920,1784743264396
752640,1920,1784743264435
754560,1920,1784743264477
756480,1920,1784743264517
758400,1920,1784743264555
760320,1920,1784743264595
762240,1920,1784743264636
764160,1920,1784743264676
766080,1920,1784743264716
768000,1920,1784743264755
769920,1920,1784743264795
771840,1920,1784743264838
773760,1920,1784743264875
775680,1920,1784743264916
777600,1920,1784743264956
779520,1920,1784743264995
781440,1920,1784743265035
783360,1920,1784743265076
785280,1920,1784743265117
787200,1920,1784743265156
789120,1920,1784743265196
791040,1920,1784743265237
792960,1920,1784743265276
794880,1920,1784743265317
796800,1920,1784743265355
798720,1920,1784743265396
800640,1920,1784743265436
802560,1920,1784743265476
804480,1920,1784743265517
806400,1920,1784743265555
808320,1920,1784743265596
810240,1920,1784743265635
812160,1920,1784743265676
814080,1920,1784743265717
816000,1920,1784743265755
817920,1920,1784743265795
819840,1920,1784743265837
821760,1920,1784743265876
823680,1920,1784743265917
825600,1920,1784743265957
827520,1920,1784743265995
829440,1920,1784743266037
831360,1920,1784743266075
833280,1920,1784743266115
835200,1920,1784743266157
837120,1920,1784743266196
839040,1920,1784743266236
840960,1920,1784743266276
842880,1920,1784743266316
844800,1920,1784743266357
846720,1920,1784743266396
848640,1920,1784743266436
850560,1920,1784743266477
852480,1920,1784743266516
854400,1920,1784743266554
856320,1920,1784743266596
858240,1920,1784743266637
860160,1920,1784743266675
862080,1920,1784743266715
864000,1920,1784743266755
865920,1920,1784743266795
867840,1920,1784743266834
869760,1920,1784743266874
871680,1920,1784743266915
873600,1920,1784743266956
875520,1920,1784743266996
877440,1920,1784743267036
879360,1920,1784743267075
881280,1920,1784743267114
883200,1920,1784743267155
885120,1920,1784743267195
887040,1920,1784743267236
888960,1920,1784743267276
890880,1920,1784743267316
892800,1920,1784743267355
894720,1920,1784743267394
896640,1920,1784743267435
898560,1920,1784743267475
900480,1920,1784743267518
902400,1920,1784743267554
904320,1920,1784743267596
906240,1920,1784743267636
908160,1920,1784743267676
910080,1920,1784743267716
912000,1920,1784743267756
913920,1920,1784743267796
915840,1920,1784743267835
917760,1920,1784743267877
919680,1920,1784743267915
921600,1920,1784743267955
923520,1920,1784743267995
925440,1920,1784743268035
927360,1920,1784743268075
929280,1920,1784743268116
931200,1920,1784743268156
933120,1920,1784743268195
935040,1920,1784743268235
936960,1920,1784743268277
938880,1920,1784743268315
940800,1920,1784743268355
942720,1920,1784743268396
944640,1920,1784743268437
946560,1920,1784743268477
948480,1920,1784743268515
950400,1920,1784743268556
952320,1920,1784743268595
954240,1920,1784743268638
956160,1920,1784743268675
958080,1920,1784743268717
960000,1920,1784743268757
961920,1920,1784743268795
963840,1920,1784743268837
965760,1920,1784743268877
967680,1920,1784743268915
969600,1920,1784743268956
971520,1920,1784743268995
973440,1920,1784743269036
975360,1920,1784743269075
977280,1920,1784743269116
979200,1920,1784743269155
981120,1920,1784743269195
983040,1920,1784743269235
984960,1920,1784743269275
986880,1920,1784743269315
988800,1920,1784743269355
990720,1920,1784743269395
992640,1920,1784743269434
994560,1920,1784743269476
996480,1920,1784743269515
998400,1920,1784743269555
1000320,1920,1784743269596
1002240,1920,1784743269635
1004160,1920,1784743269675
1006080,1920,1784743269716
1008000,1920,1784743269755
1009920,1920,1784743269795
1011840,1920,1784743269835
1013760,1920,1784743269875
1015680,1920,1784743269916
1017600,1920,1784743269954
1019520,1920,1784743269995
1021440,1920,1784743270034
1023360,1920,1784743270076
1025280,1920,1784743270115
1027200,1920,1784743270154
1029120,1920,1784743270195
1031040,1920,1784743270236
1032960,1920,1784743270276
1034880,1920,1784743270315
1036800,1920,1784743270357
1038720,1920,1784743270397
1040640,1920,1784743270436
1042560,1920,1784743270477
1044480,1920,1784743270515
1046400,1920,1784743270555
1048320,1920,1784743270595
1050240,1920,1784743270636
1052160,1920,1784743270675
1054080,1920,1784743270716
1056000,1920,1784743270755
1057920,1920,1784743270795
1059840,1920,1784743270832
1061760,1920,1784743270875
1063680,1920,1784743270915
1065600,1920,1784743270957
1067520,1920,1784743270996
1069440,1920,1784743271036
1071360,1920,1784743271075
1073280,1920,1784743271118
1075200,1920,1784743271154
1077120,1920,1784743271197
1079040,1920,1784743271235
1080960,1920,1784743271276
1082880,1920,1784743271317
1084800,1920,1784743271356
1086720,1920,1784743271395
1088640,1920,1784743271435
1090560,1920,1784743271475
1092480,1920,1784743271516
1094400,1920,1784743271555
1096320,1920,1784743271595
1098240,1920,1784743271635
1100160,1920,1784743271676
1102080,1920,1784743271716
1104000,1920,1784743271755
1105920,1920,1784743271795
1107840,1920,1784743271837
1109760,1920,1784743271876
1111680,1920,1784743271917
1113600,1920,1784743271957
1115520,1920,1784743271995
1117440,1920,1784743272036
1119360,1920,1784743272075
1121280,1920,1784743272114
1123200,1920,1784743272156
1125120,1920,1784743272196
1127040,1920,1784743272235
1128960,1920,1784743272275
1130880,1920,1784743272318
1132800,1920,1784743272356
1134720,1920,1784743272396
1136640,1920,1784743272436
1138560,1920,1784743272476
1140480,1920,1784743272517
1142400,1920,1784743272556
1144320,1920,1784743272596
1146240,1920,1784743272636
1148160,1920,1784743272675
1150080,1920,1784743272716
1152000,1920,1784743272755
1153920,1920,1784743272797
1155840,1920,1784743272837
1157760,1920,1784743272875
1159680,1920,1784743272915
1161600,1920,1784743272956
1163520,1920,1784743272996
1165440,1920,1784743273037
1167360,1920,1784743273077
1169280,1920,1784743273115
1171200,1920,1784743273155
1173120,1920,1784743273196
1175040,1920,1784743273236
1176960,1920,1784743273276
1178880,1920,1784743273316
1180800,1920,1784743273356
1182720,1920,1784743273396
1184640,1920,1784743273436
1186560,1920,1784743273477
1188480,1920,1784743273515
1190400,1920,1784743273556
1192320,1920,1784743273597
1194240,1920,1784743273635
1196160,1920,1784743273675
1198080,1920,1784743273715
1200000,1920,1784743273756
1201920,1920,1784743273795
1203840,1920,1784743273835
1205760,1920,1784743273875
1207680,1920,1784743273915
1209600,1920,1784743273956
1211520,1920,1784743273996
1213440,1920,1784743274035
1215360,1920,1784743274075
1217280,1920,1784743274117
1219200,1920,1784743274155
1221120,1920,1784743274196
1223040,1920,1784743274236
1224960,1920,1784743274276
1226880,1920,1784743274315
1228800,1920,1784743274357
1230720,1920,1784743274395
1232640,1920,1784743274436
1234560,1920,1784743274475
1236480,1920,1784743274516
1238400,1920,1784743274556
1240320,1920,1784743274595
1242240,1920,1784743274634
1244160,1920,1784743274675
1246080,1920,1784743274715
1248000,1920,1784743274755
1249920,1920,1784743274795
1251840,1920,1784743274833
1253760,1920,1784743274875
1255680,1920,1784743274915
1257600,1920,1784743274955
1259520,1920,1784743274995
1261440,1920,1784743275037
1263360,1920,1784743275076
1265280,1920,1784743275116
1267200,1920,1784743275155
1269120,1920,1784743275195
1271040,1920,1784743275236
1272960,1920,1784743275276
1274880,1920,1784743275315
1276800,1920,1784743275355
1278720,1920,1784743275396
1280640,1920,1784743275436
1282560,1920,1784743275475
1284480,1920,1784743275515
1286400,1920,1784743275555
1288320,1920,1784743275595
1290240,1920,1784743275636
1292160,1920,1784743275676
1294080,1920,1784743275716
1296000,1920,1784743275757
1297920,1920,1784743275795
1299840,1920,1784743275836
1301760,1920,1784743275876
1303680,1920,1784743275916
1305600,1920,1784743275956
1307520,1920,1784743275997
1309440,1920,1784743276036
1311360,1920,1784743276075
1313280,1920,1784743276115
1315200,1920,1784743276156
1317120,1920,1784743276195
1319040,1920,1784743276234
1320960,1920,1784743276275
1322880,1920,1784743276315
1324800,1920,1784743276356
1326720,1920,1784743276395
1328640,1920,1784743276435
1330560,1920,1784743276475
1332480,1920,1784743276516
1334400,1920,1784743276556
1336320,1920,1784743276596
1338240,1920,1784743276635
1340160,1920,1784743276676
1342080,1920,1784743276715
1344000,1920,1784743276755
1345920,1920,1784743276793
1347840,1920,1784743276834
1349760,1920,1784743276874
1351680,1920,1784743276914
1353600,1920,1784743276955
1355520,1920,1784743276995
1357440,1920,1784743277035
1359360,1920,1784743277076
1361280,1920,1784743277115
1363200,1920,1784743277156
1365120,1920,1784743277195
1367040,1920,1784743277236
1368960,1920,1784743277275
1370880,1920,1784743277315
1372800,1920,1784743277358
1374720,1920,1784743277397
1376640,1920,1784743277435
1378560,1920,1784743277476
1380480,1920,1784743277515
1382400,1920,1784743277555
1384320,1920,1784743277595
1386240,1920,1784743277637
1388160,1920,1784743277676
1390080,1920,1784743277715
1392000,1920,1784743277756
1393920,1920,1784743277796
1395840,1920,1784743277836
1397760,1920,1784743277876
1399680,1920,1784743277916
1401600,1920,1784743277955
1403520,1920,1784743277996
1405440,1920,1784743278038
1407360,1920,1784743278077
1409280,1920,1784743278118
1411200,1920,1784743278156
1413120,1920,1784743278195
1415040,1920,1784743278236
1416960,1920,1784743278275
1418880,1920,1784743278318
1420800,1920,1784743278355
1422720,1920,1784743278397
1424640,1920,1784743278435
1426560,1920,1784743278476
1428480,1920,1784743278520
1430400,1920,1784743278555
1432320,1920,1784743278595
1434240,1920,1784743278636
1436160,1920,1784743278677
1438080,1920,1784743278715
1440000,188118,
