timestamp_sec,sensor,v1,v2,v3,watch_ts_ms
45.126199,acc,-0.246603,0.114922,9.493010,1784743249656
45.126199,acc,-0.301669,0.031125,9.500193,1784743249656
45.126199,acc,-0.294487,0.071826,9.531317,1784743249661
45.126199,acc,-0.239420,0.069432,9.593566,1784743249670
45.126199,acc,-0.282516,0.040701,9.533711,1784743249680
45.126199,acc,-0.296881,0.081403,9.538500,1784743249689
45.126199,acc,-0.304064,0.033519,9.512163,1784743249700
45.126199,acc,-0.260968,0.052672,9.531317,1784743249709
45.126199,acc,-0.296881,0.071826,9.507375,1784743249720
45.126199,acc,-0.282516,0.062249,9.514558,1784743249730
45.126199,acc,-0.296881,0.050278,9.548077,1784743249741
45.126199,acc,-0.339977,0.028730,9.524135,1784743249750
45.126199,acc,-0.215478,0.055067,9.524135,1784743249761
45.126199,acc,-0.251391,0.055067,9.528923,1784743249770
45.126199,acc,-0.299275,0.050278,9.557653,1784743249781
45.126199,acc,-0.268151,0.081403,9.509769,1784743249790
45.126199,acc,-0.304064,0.071826,9.473856,1784743249801
45.126199,acc,-0.354342,0.071826,9.550470,1784743249810
45.126199,acc,-0.289698,0.040701,9.574412,1784743249823
45.126199,acc,-0.241814,0.083797,9.490616,1784743249830
45.127049,gyro,-0.111177,-1.094671,-0.830777,1784743249656
45.127049,gyro,-0.047647,-0.280998,-0.189368,1784743249656
45.127049,gyro,-0.070860,-0.174707,-0.145386,1784743249661
45.127049,gyro,-0.036652,-0.046426,-0.048869,1784743249670
45.127049,gyro,-0.003665,0.000000,0.000000,1784743249680
45.127049,gyro,0.000000,-0.002443,0.000000,1784743249689
45.127049,gyro,-0.002443,-0.003665,-0.001222,1784743249700
45.127049,gyro,0.000000,0.001222,0.000000,1784743249710
45.127049,gyro,0.000000,0.001222,0.000000,1784743249720
45.127049,gyro,0.000000,0.000000,0.001222,1784743249730
45.127049,gyro,0.000000,-0.002443,0.000000,1784743249741
45.127049,gyro,-0.002443,-0.002443,0.000000,1784743249750
45.127049,gyro,-0.001222,0.001222,0.000000,1784743249761
45.127049,gyro,0.001222,0.002443,-0.001222,1784743249770
45.127049,gyro,-0.001222,-0.004887,0.000000,1784743249781
45.127049,gyro,0.001222,-0.003665,0.000000,1784743249790
45.127049,gyro,0.000000,0.001222,0.000000,1784743249801
45.127049,gyro,-0.002443,0.003665,0.000000,1784743249810
45.127049,gyro,-0.003665,-0.003665,0.000000,1784743249823
45.127049,gyro,0.001222,-0.006109,0.000000,1784743249830
45.332898,acc,-0.287304,0.069432,9.507375,1784743249841
45.332898,acc,-0.268151,0.071826,9.524135,1784743249850
45.332898,acc,-0.313640,0.093374,9.543288,1784743249861
45.332898,acc,-0.280122,0.047884,9.521740,1784743249870
45.332898,acc,-0.304064,0.064643,9.538500,1784743249881
45.332898,acc,-0.296881,0.064643,9.485827,1784743249890
45.332898,acc,-0.284910,0.059855,9.574412,1784743249901
45.332898,acc,-0.304064,0.057461,9.562442,1784743249910
45.332898,acc,-0.313640,0.081403,9.493010,1784743249922
45.332898,acc,-0.275333,0.059855,9.476251,1784743249931
45.332898,acc,-0.284910,0.064643,9.557653,1784743249942
45.332898,acc,-0.294487,0.055067,9.536105,1784743249951
45.332898,acc,-0.289698,0.031125,9.545682,1784743249962
45.332898,acc,-0.325611,0.052672,9.509769,1784743249971
45.332898,acc,-0.287304,0.105345,9.473856,1784743249984
45.332898,acc,-0.308852,0.081403,9.593566,1784743249991
45.332898,acc,-0.282516,0.038307,9.572019,1784743250002
45.332898,acc,-0.296881,0.076614,9.538500,1784743250012
45.332898,acc,-0.270545,0.052672,9.497798,1784743250023
45.332898,acc,-0.275333,0.026336,9.538500,1784743250032
45.334073,gyro,0.000000,-0.002443,0.000000,1784743249841
45.334073,gyro,-0.001222,0.003665,0.000000,1784743249850
45.334073,gyro,-0.001222,0.000000,0.000000,1784743249861
45.334073,gyro,0.000000,-0.007330,0.000000,1784743249871
45.334073,gyro,-0.001222,-0.006109,0.000000,1784743249881
45.334073,gyro,-0.003665,0.006109,0.000000,1784743249890
45.334073,gyro,0.000000,0.004887,0.001222,1784743249902
45.334073,gyro,-0.001222,-0.007330,0.000000,1784743249910
45.334073,gyro,-0.002443,-0.007330,0.000000,1784743249922
45.334073,gyro,-0.001222,0.002443,0.000000,1784743249931
45.334073,gyro,0.000000,0.003665,0.000000,1784743249942
45.334073,gyro,0.001222,-0.001222,0.000000,1784743249951
45.334073,gyro,-0.002443,-0.008552,-0.001222,1784743249962
45.334073,gyro,0.000000,-0.003665,0.001222,1784743249971
45.334073,gyro,0.000000,0.004887,0.000000,1784743249984
45.334073,gyro,0.000000,0.001222,0.000000,1784743249991
45.334073,gyro,0.001222,-0.004887,-0.001222,1784743250002
45.334073,gyro,-0.001222,-0.002443,0.000000,1784743250012
45.334073,gyro,-0.001222,0.000000,0.000000,1784743250023
45.334073,gyro,0.000000,0.001222,0.000000,1784743250033
45.529206,acc,-0.256180,0.102951,9.533711,1784743250043
45.529206,acc,-0.284910,0.045490,9.528923,1784743250053
45.529206,acc,-0.253785,0.071826,9.497798,1784743250063
45.529206,acc,-0.284910,-0.004788,9.514558,1784743250074
45.529206,acc,-0.299275,0.040701,9.550470,1784743250083
45.529206,acc,-0.237026,0.059855,9.512163,1784743250092
45.529206,acc,-0.282516,0.071826,9.533711,1784743250105
45.529206,acc,-0.229843,0.026336,9.512163,1784743250112
45.529206,acc,-0.292093,0.050278,9.524135,1784743250143
45.529206,acc,-0.275333,0.040701,9.557653,1784743250144
45.529206,acc,-0.308852,0.045490,9.538500,1784743250162
45.529206,acc,-0.294487,0.035913,9.552865,1784743250162
45.529206,acc,-0.294487,0.083797,9.485827,1784743250164
45.529206,acc,-0.275333,0.102951,9.540894,1784743250172
45.529206,acc,-0.268151,0.059855,9.581595,1784743250183
45.529206,acc,-0.280122,0.122104,9.516952,1784743250193
45.529206,acc,-0.253785,0.081403,9.524135,1784743250205
45.529206,acc,-0.282516,0.050278,9.454702,1784743250214
45.529206,acc,-0.301669,0.071826,9.562442,1784743250224
45.529206,acc,-0.260968,0.052672,9.476251,1784743250233
45.535260,gyro,0.001222,-0.002443,0.000000,1784743250044
45.535260,gyro,-0.001222,-0.004887,0.000000,1784743250053
45.535260,gyro,0.001222,0.001222,0.000000,1784743250064
45.535260,gyro,-0.002443,0.001222,-0.001222,1784743250074
45.535260,gyro,0.000000,-0.001222,0.000000,1784743250084
45.535260,gyro,-0.003665,-0.003665,0.000000,1784743250093
45.535260,gyro,-0.001222,-0.001222,0.000000,1784743250106
45.535260,gyro,-0.001222,0.001222,0.000000,1784743250112
45.535260,gyro,-0.001222,0.000000,0.000000,1784743250144
45.535260,gyro,0.000000,-0.002443,-0.001222,1784743250144
45.535260,gyro,-0.003665,0.001222,0.000000,1784743250162
45.535260,gyro,0.002443,0.001222,0.001222,1784743250162
45.535260,gyro,-0.001222,-0.003665,0.001222,1784743250164
45.535260,gyro,-0.001222,-0.004887,0.000000,1784743250173
45.535260,gyro,0.002443,0.001222,-0.001222,1784743250183
45.535260,gyro,-0.001222,0.000000,0.000000,1784743250193
45.535260,gyro,0.000000,0.000000,0.001222,1784743250205
45.535260,gyro,-0.001222,-0.003665,0.000000,1784743250215
45.535260,gyro,0.000000,-0.002443,0.000000,1784743250224
45.535260,gyro,0.000000,0.002443,0.000000,1784743250234
45.738759,acc,-0.299275,0.095768,9.536105,1784743250245
45.738759,acc,-0.308852,0.057461,9.552865,1784743250254
45.738759,acc,-0.294487,0.059855,9.495404,1784743250265
45.738759,acc,-0.229843,0.052672,9.526528,1784743250274
45.738759,acc,-0.320823,0.081403,9.569624,1784743250286
45.738759,acc,-0.275333,0.069432,9.579201,1784743250294
45.738759,acc,-0.294487,0.033519,9.516952,1784743250306
45.738759,acc,-0.256180,0.016759,9.564836,1784743250314
45.738759,acc,-0.272939,0.031125,9.543288,1784743250326
45.738759,acc,-0.280122,0.035913,9.607931,1784743250335
45.738759,acc,-0.289698,0.028730,9.548077,1784743250348
45.738759,acc,-0.229843,0.038307,9.497798,1784743250355
45.738759,acc,-0.275333,0.050278,9.548077,1784743250367
45.738759,acc,-0.294487,0.090980,9.507375,1784743250376
45.738759,acc,-0.270545,0.045490,9.562442,1784743250386
45.738759,acc,-0.284910,0.028730,9.461885,1784743250395
45.738759,acc,-0.325611,0.045490,9.449914,1784743250407
45.738759,acc,-0.275333,0.081403,9.524135,1784743250416
45.738759,acc,-0.344765,0.033519,9.490616,1784743250427
45.738759,acc,-0.289698,0.040701,9.502586,1784743250435
45.740092,gyro,-0.001222,0.001222,0.000000,1784743250245
45.740092,gyro,-0.001222,-0.004887,0.000000,1784743250254
45.740092,gyro,0.000000,-0.003665,0.000000,1784743250265
45.740092,gyro,0.000000,0.001222,0.000000,1784743250274
45.740092,gyro,-0.001222,0.002443,0.000000,1784743250286
45.740092,gyro,-0.002443,-0.001222,0.000000,1784743250294
45.740092,gyro,0.000000,-0.002443,0.001222,1784743250307
45.740092,gyro,0.001222,-0.003665,0.000000,1784743250314
45.740092,gyro,0.000000,0.000000,0.000000,1784743250327
45.740092,gyro,-0.001222,0.001222,0.000000,1784743250335
45.740092,gyro,0.000000,-0.001222,0.000000,1784743250348
45.740092,gyro,-0.003665,-0.007330,0.000000,1784743250355
45.740092,gyro,-0.002443,0.000000,0.000000,1784743250367
45.740092,gyro,-0.001222,0.002443,0.000000,1784743250376
45.740092,gyro,-0.001222,0.001222,0.000000,1784743250387
45.740092,gyro,0.000000,-0.006109,-0.001222,1784743250395
45.740092,gyro,-0.001222,0.000000,0.000000,1784743250408
45.740092,gyro,0.001222,0.002443,0.001222,1784743250416
45.740092,gyro,-0.004887,0.001222,0.000000,1784743250427
45.740092,gyro,0.001222,-0.002443,0.000000,1784743250436
45.937171,acc,-0.299275,0.057461,9.504981,1784743250447
45.937171,acc,-0.289698,0.043096,9.485827,1784743250457
45.937171,acc,-0.258574,0.079009,9.540894,1784743250471
45.937171,acc,-0.316035,0.076614,9.588778,1784743250477
45.937171,acc,-0.268151,0.026336,9.471462,1784743250488
45.937171,acc,-0.294487,0.062249,9.540894,1784743250496
45.937171,acc,-0.316035,0.067038,9.533711,1784743250507
45.937171,acc,-0.375890,0.114922,9.519346,1784743250516
45.937171,acc,-0.292093,0.067038,9.524135,1784743250530
45.937171,acc,-0.289698,0.064643,9.507375,1784743250537
45.937171,acc,-0.280122,0.071826,9.562442,1784743250547
45.937171,acc,-0.280122,0.064643,9.485827,1784743250556
45.937171,acc,-0.280122,0.079009,9.581595,1784743250571
45.937171,acc,-0.244209,0.095768,9.495404,1784743250576
