sample_offset,num_samples,watch_ts_ms
0,1920,1784742094420
1920,1920,1784742094459
3840,1920,1784742094500
5760,1920,1784742094539
7680,1920,1784742094579
9600,1920,1784742094621
11520,1920,1784742094661
13440,1920,1784742094704
15360,1920,1784742094741
17280,1920,1784742094781
19200,1920,1784742094820
21120,1920,1784742094860
23040,1920,1784742094901
24960,1920,1784742094940
26880,1920,1784742094981
28800,1920,1784742095024
30720,1920,1784742095064
32640,1920,1784742095103
34560,1920,1784742095144
36480,1920,1784742095183
38400,1920,1784742095224
40320,1920,1784742095261
42240,1920,1784742095300
44160,1920,1784742095339
46080,1920,1784742095379
48000,1920,1784742095419
49920,1920,1784742095459
51840,1920,1784742095499
53760,1920,1784742095539
55680,1920,1784742095580
57600,1920,1784742095619
59520,1920,1784742095661
61440,1920,1784742095701
63360,1920,1784742095740
65280,1920,1784742095783
67200,1920,1784742095820
69120,1920,1784742095860
71040,1920,1784742095900
72960,1920,1784742095943
74880,1920,1784742095983
76800,1920,1784742096022
78720,1920,1784742096062
80640,1920,1784742096103
82560,1920,1784742096143
84480,1920,1784742096183
86400,1920,1784742096223
88320,1920,1784742096261
90240,1920,1784742096300
92160,1920,1784742096339
94080,1920,1784742096380
96000,1920,1784742096422
97920,1920,1784742096463
99840,1920,1784742096503
101760,1920,1784742096543
103680,1920,1784742096583
105600,1920,1784742096622
107520,1920,1784742096662
109440,1920,1784742096703
111360,1920,1784742096743
113280,1920,1784742096783
115200,1920,1784742096823
117120,1920,1784742096863
119040,1920,1784742096904
120960,1920,1784742096944
122880,1920,1784742096984
124800,1920,1784742097025
126720,1920,1784742097063
128640,1920,1784742097103
130560,1920,1784742097144
132480,1920,1784742097182
134400,1920,1784742097224
136320,1920,1784742097264
138240,1920,1784742097303
140160,1920,1784742097343
142080,1920,1784742097385
144000,1920,1784742097424
145920,1920,1784742097464
147840,1920,1784742097503
149760,1920,1784742097543
151680,1920,1784742097584
153600,1920,1784742097624
155520,1920,1784742097664
157440,1920,1784742097704
159360,1920,1784742097743
161280,1920,1784742097782
163200,1920,1784742097824
165120,1920,1784742097862
167040,1920,1784742097904
168960,1920,1784742097944
170880,1920,1784742097983
172800,1920,1784742098023
174720,1920,1784742098065
176640,1920,1784742098104
178560,1920,1784742098143
180480,1920,1784742098183
182400,1920,1784742098224
184320,1920,1784742098264
186240,1920,1784742098302
188160,1920,1784742098343
190080,1920,1784742098382
192000,1920,1784742098423
193920,1920,1784742098463
195840,1920,1784742098503
197760,1920,1784742098543
199680,1920,1784742098582
201600,1920,1784742098624
203520,1920,1784742098664
205440,1920,1784742098703
207360,1920,1784742098744
209280,1920,1784742098785
211200,1920,1784742098822
213120,1920,1784742098863
215040,1920,1784742098904
216960,1920,1784742098944
218880,1920,1784742098983
220800,1920,1784742099023
222720,1920,1784742099063
224640,1920,1784742099103
226560,1920,1784742099142
228480,1920,1784742099183
230400,1920,1784742099223
232320,1920,1784742099263
234240,1920,1784742099303
236160,1920,1784742099343
238080,1920,1784742099380
240000,1920,1784742099421
241920,1920,1784742099464
243840,1920,1784742099506
245760,1920,1784742099543
247680,1920,1784742099584
249600,1920,1784742099625
251520,1920,1784742099664
253440,1920,1784742099705
255360,1920,1784742099745
257280,1920,1784742099781
259200,1920,1784742099822
261120,1920,1784742099862
263040,1920,1784742099904
264960,1920,1784742099943
266880,1920,1784742099985
268800,1920,1784742100024
270720,1920,1784742100064
272640,1920,1784742100104
274560,1920,1784742100144
276480,1920,1784742100184
278400,1920,1784742100223
280320,1920,1784742100264
282240,1920,1784742100303
284160,1920,1784742100343
