timestamp_sec,sensor,v1,v2,v3,watch_ts_ms
12.891538,acc,-0.292093,0.057461,9.526528,1784742095329
12.891538,acc,-0.344765,0.021548,9.572019,1784742095330
12.891538,acc,-0.292093,0.086191,9.607931,1784742095334
12.891538,acc,-0.289698,0.055067,9.476251,1784742095341
12.891538,acc,-0.275333,0.081403,9.488221,1784742095352
12.891538,acc,-0.294487,0.047884,9.519346,1784742095361
12.891538,acc,-0.268151,0.081403,9.490616,1784742095372
12.891538,acc,-0.304064,0.076614,9.550470,1784742095381
12.891538,acc,-0.263362,0.071826,9.528923,1784742095392
12.891538,acc,-0.313640,0.095768,9.509769,1784742095401
12.891538,acc,-0.318429,0.095768,9.519346,1784742095413
12.891538,acc,-0.304064,0.038307,9.512163,1784742095421
12.891538,acc,-0.299275,0.050278,9.504981,1784742095433
12.891538,acc,-0.318429,0.040701,9.555259,1784742095442
12.891538,acc,-0.301669,0.081403,9.588778,1784742095453
12.891538,acc,-0.299275,0.031125,9.504981,1784742095462
12.891538,acc,-0.248997,0.071826,9.502586,1784742095474
12.891538,acc,-0.246603,0.045490,9.528923,1784742095482
12.891538,acc,-0.308852,0.081403,9.550470,1784742095495
12.891538,acc,-0.282516,0.069432,9.555259,1784742095502
12.894846,gyro,0.019548,-0.437379,-0.081856,1784742095329
12.894846,gyro,-0.173486,-1.045801,-0.773355,1784742095330
12.894846,gyro,-0.062308,-0.204029,-0.158825,1784742095334
12.894846,gyro,-0.080634,-0.142942,-0.131947,1784742095341
12.894846,gyro,-0.003665,0.000000,-0.001222,1784742095352
12.894846,gyro,-0.001222,-0.003665,0.000000,1784742095361
12.894846,gyro,-0.001222,-0.003665,-0.001222,1784742095372
12.894846,gyro,-0.002443,0.001222,-0.001222,1784742095381
12.894846,gyro,-0.001222,0.001222,-0.001222,1784742095392
12.894846,gyro,-0.003665,-0.004887,0.000000,1784742095401
12.894846,gyro,0.001222,-0.003665,0.000000,1784742095413
12.894846,gyro,0.001222,0.000000,0.000000,1784742095422
12.894846,gyro,-0.002443,0.001222,0.000000,1784742095433
12.894846,gyro,0.000000,0.000000,-0.001222,1784742095442
12.894846,gyro,0.000000,-0.004887,0.000000,1784742095453
12.894846,gyro,0.000000,-0.002443,0.000000,1784742095462
12.894846,gyro,0.001222,0.002443,0.000000,1784742095474
12.894846,gyro,0.002443,0.003665,0.000000,1784742095482
12.894846,gyro,-0.001222,-0.007330,0.000000,1784742095495
12.894846,gyro,-0.002443,-0.003665,0.000000,1784742095502
13.087865,acc,-0.292093,0.047884,9.560047,1784742095513
13.087865,acc,-0.328006,0.045490,9.581595,1784742095522
13.087865,acc,-0.287304,0.021548,9.524135,1784742095533
13.087865,acc,-0.301669,0.055067,9.581595,1784742095542
13.087865,acc,-0.239420,0.076614,9.514558,1784742095553
13.087865,acc,-0.244209,0.102951,9.526528,1784742095562
13.087865,acc,-0.313640,0.002394,9.538500,1784742095573
13.087865,acc,-0.306458,0.055067,9.519346,1784742095583
13.087865,acc,-0.263362,0.086191,9.483433,1784742095593
13.087865,acc,-0.272939,0.055067,9.545682,1784742095602
13.087865,acc,-0.275333,0.083797,9.574412,1784742095613
13.087865,acc,-0.289698,0.067038,9.509769,1784742095623
13.087865,acc,-0.308852,0.071826,9.514558,1784742095634
13.087865,acc,-0.339977,0.079009,9.526528,1784742095644
13.087865,acc,-0.244209,0.090980,9.538500,1784742095657
13.087865,acc,-0.320823,0.086191,9.540894,1784742095664
13.087865,acc,-0.308852,0.028730,9.552865,1784742095675
13.087865,acc,-0.282516,0.076614,9.524135,1784742095684
13.087865,acc,-0.277727,0.055067,9.478644,1784742095695
13.087865,acc,-0.229843,0.074220,9.519346,1784742095705
13.088226,gyro,-0.001222,0.002443,-0.001222,1784742095513
13.088226,gyro,0.001222,0.002443,0.000000,1784742095522
13.088226,gyro,-0.001222,-0.004887,0.000000,1784742095533
13.088226,gyro,0.000000,-0.002443,0.000000,1784742095542
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095553
13.088226,gyro,0.000000,0.002443,0.000000,1784742095563
13.088226,gyro,0.000000,0.000000,0.000000,1784742095573
13.088226,gyro,-0.002443,-0.002443,0.000000,1784742095583
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095593
13.088226,gyro,-0.001222,0.001222,0.000000,1784742095602
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095613
13.088226,gyro,-0.002443,-0.001222,0.001222,1784742095623
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095634
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095644
13.088226,gyro,-0.001222,0.000000,0.000000,1784742095658
13.088226,gyro,0.001222,0.001222,-0.001222,1784742095665
13.088226,gyro,0.000000,-0.001222,0.000000,1784742095676
13.088226,gyro,0.001222,-0.003665,0.000000,1784742095685
13.088226,gyro,-0.001222,-0.003665,0.000000,1784742095695
13.088226,gyro,-0.002443,0.001222,0.000000,1784742095705
13.289851,acc,-0.339977,0.086191,9.528923,1784742095717
13.289851,acc,-0.253785,0.090980,9.562442,1784742095724
13.289851,acc,-0.284910,0.069432,9.514558,1784742095736
13.289851,acc,-0.287304,0.095768,9.461885,1784742095744
13.289851,acc,-0.306458,0.100556,9.550470,1784742095755
13.289851,acc,-0.294487,0.033519,9.545682,1784742095766
13.289851,acc,-0.284910,0.095768,9.552865,1784742095776
13.289851,acc,-0.318429,0.064643,9.488221,1784742095784
13.289851,acc,-0.263362,0.050278,9.500193,1784742095816
13.289851,acc,-0.313640,0.040701,9.591172,1784742095816
13.289851,acc,-0.284910,0.059855,9.507375,1784742095830
13.289851,acc,-0.299275,0.026336,9.514558,1784742095831
13.289851,acc,-0.284910,0.055067,9.543288,1784742095835
13.289851,acc,-0.280122,0.076614,9.569624,1784742095844
13.289851,acc,-0.260968,0.011971,9.552865,1784742095855
13.289851,acc,-0.280122,0.081403,9.516952,1784742095864
13.289851,acc,-0.263362,0.074220,9.500193,1784742095875
13.289851,acc,-0.275333,0.088585,9.562442,1784742095884
13.289851,acc,-0.263362,0.095768,9.531317,1784742095896
13.289851,acc,-0.337582,0.038307,9.555259,1784742095905
13.290145,gyro,-0.002443,-0.001222,0.000000,1784742095717
13.290145,gyro,-0.001222,-0.001222,0.000000,1784742095724
13.290145,gyro,0.000000,0.000000,0.000000,1784742095736
13.290145,gyro,-0.002443,-0.002443,0.000000,1784742095744
13.290145,gyro,-0.001222,0.000000,0.001222,1784742095755
13.290145,gyro,-0.001222,0.000000,-0.001222,1784742095766
13.290145,gyro,0.000000,0.000000,-0.001222,1784742095776
13.290145,gyro,0.000000,-0.006109,0.000000,1784742095785
13.290145,gyro,-0.001222,-0.002443,0.000000,1784742095816
13.290145,gyro,0.002443,0.002443,0.000000,1784742095816
13.290145,gyro,-0.001222,-0.001222,0.000000,1784742095830
13.290145,gyro,0.001222,-0.002443,-0.001222,1784742095831
13.290145,gyro,-0.001222,-0.001222,0.000000,1784742095835
13.290145,gyro,-0.003665,0.000000,0.000000,1784742095844
13.290145,gyro,-0.002443,0.000000,0.000000,1784742095855
13.290145,gyro,-0.002443,0.001222,0.001222,1784742095864
13.290145,gyro,0.003665,-0.001222,0.000000,1784742095876
