timestamp_sec,finger,hand_label,detected,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z
4.084790,thumb,Left,1,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,-60.102,-48.223,-5.206
4.084790,index,Left,1,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,-3.685,-69.323,11.728
4.084790,middle,Left,1,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,42.057,-68.552,14.930
4.084790,ring,Left,1,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,53.712,-45.862,17.289
4.084790,pinky,Left,1,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,56.476,-14.254,10.624
4.122826,thumb,Left,1,50.9938,-2.6953,-543.4476,0.006873,-0.185903,-0.929433,-58.639,-45.116,-3.257
4.122826,index,Left,1,-202.1237,-279.6996,-224.7436,0.068529,-0.429970,-3.014101,-2.340,-66.713,12.232
4.122826,middle,Left,1,-120.2272,-290.8140,-318.9977,0.127030,-0.208171,-0.295133,41.123,-65.515,15.570
4.122826,ring,Left,1,1.1391,-178.7447,-172.6059,0.138079,0.197840,0.970909,52.452,-44.611,17.570
4.122826,pinky,Left,1,-135.6772,-149.1968,-51.6307,0.315472,-0.904710,-7.208259,55.604,-14.262,11.851
4.161917,thumb,Left,1,28.1170,-1.2272,-249.7933,0.026982,-0.225851,-1.460607,-58.155,-44.154,-2.674
4.161917,index,Left,1,-119.4706,-94.9979,-95.8089,0.028729,-0.462363,-2.862447,-1.711,-66.224,12.005
4.161917,middle,Left,1,-55.2446,-107.7570,-153.8226,0.118355,-0.221816,-0.319153,40.906,-64.670,15.392
4.161917,ring,Left,1,3.0554,-53.5838,-73.1090,0.147281,0.177314,0.792148,52.309,-44.461,17.374
4.161917,pinky,Left,1,-52.5851,-55.3873,-16.1289,0.386929,-0.758014,-5.829265,55.535,-14.326,12.042
4.202721,thumb,Left,1,49.4773,1.5757,-181.4562,0.093561,-0.265753,-2.362584,-57.094,-42.014,-2.141
4.202721,index,Left,1,-83.2613,-71.8186,-77.3583,0.109924,-0.510450,-3.058783,-0.978,-64.620,12.214
4.202721,middle,Left,1,-43.8939,-94.6137,-117.4896,0.191221,-0.289171,-0.439752,40.286,-62.607,15.894
4.202721,ring,Left,1,-3.2792,-45.2480,-57.4197,0.195415,0.190952,0.845851,51.637,-43.615,17.518
4.202721,pinky,Left,1,-50.6732,-46.9906,-11.7739,0.586164,-0.769376,-4.979631,55.042,-14.335,13.025
4.243660,thumb,Left,1,55.6685,10.8196,28.0639,0.107116,-0.160390,-2.027147,-56.795,-41.821,-2.806
4.243660,index,Left,1,-19.5823,45.2008,9.6986,0.059799,-0.367156,-2.265211,-0.996,-64.785,12.206
4.243660,middle,Left,1,4.4132,12.4134,-3.3339,0.180388,-0.193869,-0.282515,40.117,-62.500,15.960
4.243660,ring,Left,1,-3.7330,18.5094,10.3282,0.159857,0.108921,0.471987,51.670,-43.655,17.621
4.243660,pinky,Left,1,-9.1368,1.2901,7.7793,0.422624,-0.578877,-3.720360,54.989,-14.482,13.365
4.284999,thumb,Left,1,78.6961,11.6181,81.4820,0.090978,-0.024135,-1.341388,-56.553,-41.495,-3.772
4.284999,index,Left,1,28.2706,37.2366,16.6312,0.098663,-0.217803,-1.816892,-1.300,-64.494,12.540
